Original_Index,Actual_Values,Predicted_Values
172,2.051,1.6896667133787093
173,1.863,1.2888901019529055
174,2.583,1.3530724782585524
175,1.726,2.820635332784901
176,2.188,2.3896830314879427
177,0.809,1.734868961737238
178,1.294,2.3942060767133735
179,3.927,5.051314533269572
180,4.499,2.5524051092914237
181,2.384,3.459519537654714
182,7.887,7.734950601382267
183,1.28,1.6854228368421533
184,3.85,3.659244109452156
185,1.791,1.693463506955956
186,2.367,1.6956667133787091
187,7.486,7.078953753434401
188,2.516,1.6956667133787091
189,1.567,1.4143113471173907
190,3.917,3.7251591090026954
191,0.502,1.3576742148182523
192,1.07,1.6896667133787093
193,1.17,3.003735004009285
194,4.799,4.268773060322069
195,5.578,5.173601772035921
196,2.795,2.769840568390567
197,3.489,2.9095073277262893
198,3.551,3.2631059596592227
199,5.398,5.170066025033118
200,0.571,1.2652027100796615
201,2.2,3.4732051330633213
202,1.805,1.4923562360596312
203,7.718,7.528046056543975
204,3.216,3.4744816852955585
205,3.779,3.129821222663861
206,3.544,3.935199772740262
207,4.26,4.268773060322069
208,2.695,2.740657139983884
209,0.778,3.5043826646473155
210,7.635,7.734950601382267
211,1.603,1.8197304584706953
212,1.774,2.728719529019664
213,3.281,3.3120389833044035
214,4.525,4.695211613597134
215,2.029,2.499569793018504
216,4.539,4.357888622085348
217,1.38,1.667666713378709
218,1.709,2.034708678467087
219,0.761,2.767787016255527
220,3.748,3.4838953993773343
221,2.148,1.7079906262110658
222,5.074,3.4544407927961207
223,7.297,6.988260363837573
224,0.803,1.6906667133787092
225,7.345,6.992351415245905
226,1.605,2.81033475841671
227,2.325,3.536582601093045
228,3.132,3.1137356980951445
229,1.168,2.6933436353651485
230,4.097,4.227027113049759
231,2.248,2.1591212172028054
232,4.873,5.05061375459765
233,3.354,2.9179107990388085
234,3.499,3.749053754180851
235,1.12,2.4956380196879904
236,1.99,1.5888136429855217
237,0.544,2.232896280745065
238,2.263,3.395370975522972
239,3.976,3.5131620331909446
240,1.438,1.688064635694143
241,4.183,3.28498032915713
242,0.744,1.3134158791105308
243,1.611,1.9341954389015368
244,4.354,2.7100045249737583
245,3.087,2.62682005116127
246,2.614,1.8867595720733072
247,2.03,2.734895304956395
248,2.215,1.9640919215373482
249,3.077,4.2825732979607185
250,1.069,1.6906667133787092
251,1.321,1.6896667133787093
252,4.185,4.268773060322069
253,1.34,1.7607459735392053
254,3.652,3.3993320892782513
255,3.68,3.5398467637663664
256,3.917,3.6210873631963976
257,1.974,1.9845773934406514
258,3.97,3.6008484017121587
259,2.204,1.6207486714353119
260,2.07,1.5940922410638796
261,0.731,1.2346547066535944
262,1.235,1.621493097037848
263,2.739,2.4553513890930416
264,0.975,1.6327044800102588
265,4.137,3.41328811341611
266,3.104,3.010492969991346
267,2.249,1.7570117531020912
268,5.037,5.15729191382572
269,2.294,2.620985121575865
270,2.944,2.450208604127888
271,7.016,7.028426405562907
272,3.787,3.2440572049868104
273,2.862,1.548380309059615
274,2.385,1.554256286903998
275,0.56,1.3536779038115059
276,1.077,1.4419822598577265
277,2.604,2.245930552985796
278,3.583,2.4648634857488805
279,3.507,3.742809160401274
280,3.49,3.6008484017121587
281,1.874,2.6579412715008472
282,1.24,2.1732631229729686
283,1.636,1.8456913982564123
284,4.678,4.890195118616947
285,4.796,4.459880880500195
286,0.787,1.6702788051926176
287,1.835,1.6709709938057689
288,1.333,3.0255058661442944
289,2.474,1.4031128924605023
290,3.31,2.929775820215431
291,2.155,3.1959573632530827
292,4.153,3.2479987442465434
293,0.674,1.3177537140574778
294,1.728,1.5314523560984779
295,3.116,2.9130401246238495
296,3.522,3.933451889445096
297,1.497,2.487767475469739
298,1.377,1.4084082635335702
299,3.906,3.946076588545426
300,1.748,1.9245426580913418
301,4.647,5.255631477646789
302,3.946,3.361828657480914
303,1.108,1.6183310030379658
304,5.949,5.029828223604392
305,0.827,1.265307579458214
306,1.334,1.5338366590341104
307,1.916,2.75000975742831
308,4.081,3.1126794289506794
309,4.394,3.7503905996324858
310,0.965,1.3177537140574778
311,3.029,1.4716325671542656
312,0.694,1.287629261035564
313,2.37,2.744713946488299
314,4.081,4.571818862218092
315,0.541,1.6604879859688304
316,3.317,2.004330169071247
317,3.126,2.3308253739733567
318,2.561,2.742892174207377
319,4.07,3.237260073502215
320,3.99,3.1102941978447234
321,1.73,1.682463022977435
322,3.988,4.734670109483726
323,3.799,3.4570387043776685
324,1.313,3.692421639206054
325,1.411,2.787225606575301
326,1.877,2.0406095404438798
327,0.901,1.0383233848306637
328,1.966,2.1591212172028054
329,1.586,2.3528470712731657
330,3.581,2.7983087198446013
331,2.644,1.691666713378709
332,0.637,1.5708126898183357
333,1.129,0.006960362861320898
334,1.644,1.5280485900986167
335,3.252,2.07296249593612
336,0.518,1.1399637467924513
337,3.034,4.110776945481802
338,3.356,2.925876104436851
339,7.191,6.9800298647010575
340,3.235,3.8698723080695463
341,1.841,1.6597961454078773
342,0.63,1.7230489125995734
343,5.567,5.023742941215299
344,1.478,1.574565874186977
345,7.813,7.734950601382267
346,3.828,3.9597818905819957
347,2.251,2.489878806847443
348,4.899,4.116658620900887
349,1.079,2.7566269198339866
350,2.394,1.688666713378709
351,0.979,1.6884136030607866
352,5.459,5.170313384471743
353,2.687,1.6896667133787093
354,3.245,3.293258301399861
355,0.749,1.646714226509184
356,4.455,2.8549773983128186
357,3.462,3.764658841478584
358,3.312,3.5965002266096695
359,0.952,1.6384387634112385
360,1.052,2.8713045200930067
361,2.159,1.5394930050890754
362,6.356,6.698770064232042
363,1.331,1.751996955201829
364,1.157,2.8368461336012425
365,2.316,2.8386924307721895
366,2.051,4.61247807937538
367,4.008,2.5726391643019575
368,0.891,1.3094528479581222
369,0.789,2.1565573585389286
370,2.115,1.691666713378709
371,2.652,2.515480470726269
372,4.122,4.158941490402866
373,1.553,1.8456913982564123
374,0.5,1.3763269502997286
375,4.273,3.3715613626548104
376,3.731,4.114821755655293
377,3.303,3.6289621351033894
378,0.608,1.6145400195645103
379,4.67,5.183405821915092
380,7.811,7.4362513704346345
381,2.03,1.6796665476978923
382,2.161,2.9504037338843414
383,0.678,1.6487562321703868
384,2.059,1.5376710358241734
385,2.042,2.290004845699421
386,1.332,1.7718856104879184
387,1.051,1.427283231764969
388,3.991,4.917568326170123
389,1.335,1.5338366590341104
390,7.412,6.988260363837573
391,2.039,1.5700560592904702
392,0.815,1.5929405489659882
393,4.106,3.453088410387533
394,4.132,2.414168926783962
395,3.024,2.4041614699973683
396,0.755,1.464479084478606
397,1.384,1.596010646161083
398,1.622,3.1958332628839132
399,4.968,5.240110703942579
400,4.565,4.0999822474903205
401,2.219,4.093637177202192
402,2.47,3.193751959738205
403,0.839,1.4961166089491744
404,3.058,1.6956667133787091
405,0.696,1.6896667133787093
406,2.986,3.3552114198228056
407,2.496,2.2641113095311356
408,4.557,4.094943630999629
409,6.323,5.236670016841504
410,1.572,1.5060371817347027
411,5.0,5.056792689932886
412,4.232,3.497344740504816
413,4.077,3.128831980411653
414,3.195,2.07296249593612
415,2.939,1.6074725233811775
416,3.713,3.2357061719240203
417,1.067,2.3942060767133735
418,4.233,3.7094735258517724
419,1.234,2.276326507539461
420,3.317,3.56217263139949
421,3.952,3.1607805902889554
422,2.646,1.6896667133787093
423,2.08,2.076726196932211
424,0.658,1.4973729309577082
425,4.244,3.7381247513119495
426,4.462,3.6031785509117795
427,7.049,4.841060720646109
428,3.411,2.4960565345214274
429,0.722,1.6254396943338696
430,1.218,1.6047526328792294
431,3.353,3.5336106885302807
432,5.325,5.084702762449262
433,3.88,3.742809160401274
434,6.719,7.4212280070461505
435,4.275,3.2118734973893774
436,3.002,3.3612159654793556
437,2.051,1.7768460208226207
438,2.926,2.9131927296490225
439,6.843,4.841060720646109
440,4.434,3.544848894564764
441,0.947,1.6820385775797355
442,2.151,2.274747296550647
443,3.835,2.109373840855629
444,0.973,1.2772221711726126
445,1.505,2.722469709385579
446,1.817,1.7741188909702694
447,1.531,1.7393423606523641
448,3.752,3.5336106885302807
449,2.349,2.4960565345214274
450,3.256,3.512262168522242
451,4.119,3.4513514806938397
452,5.397,5.164938784413405
453,6.661,7.004520884709353
454,1.919,2.2320905988663675
455,1.181,1.4340809478161345
456,2.889,1.4694399085692924
457,3.452,3.1068851650722156
458,3.875,3.319265724006747
459,3.737,3.220118850092288
460,5.441,5.180551737036469
461,1.265,1.7068983803167497
462,1.871,2.8596469332765295
463,3.375,3.5336106885302807
464,7.675,7.407932033575322
465,4.655,5.051314533269572
466,1.919,2.829741430334097
467,3.705,3.7815569517547947
468,2.922,2.0521933261765826
469,3.261,3.5043826646473155
470,2.466,2.9220878535994097
471,1.888,1.4170881327492006
472,1.875,1.4865407693261559
473,4.104,3.173297585668
474,4.132,3.1122362342151213
475,1.705,1.5914671490699694
476,1.933,1.6956667133787091
477,0.96,1.7345906085694565
478,1.998,1.691666713378709
479,3.612,1.6221694559015962
480,2.065,1.6956667133787091
481,3.527,2.377005839326555
482,1.163,1.7880340954102283
483,1.845,3.365905548238418
484,4.207,3.2030561137184588
485,2.171,1.7087186849464466
486,1.884,1.3925198121455153
487,0.775,2.4023489556773003
488,4.77,3.8976108185957323
489,1.235,1.603595372530784
490,2.099,2.2790531578367763
491,2.228,2.996759941736394
492,4.285,4.230946001105599
493,4.898,4.589099980269957
494,2.296,2.0886361525616315
495,3.724,3.7836403985425693
496,1.001,1.6223693287184273
497,4.148,3.639774743709176
498,0.966,1.7798367991510862
499,1.918,1.5736386241571634
500,0.851,1.739033069229139
501,1.059,1.632490228263544
502,4.446,4.938046253440878
503,2.337,3.767076592746533
504,4.09,4.123917728420421
505,3.389,2.9180245839400585
506,6.716,4.602562467729642
507,1.257,1.6542867590689876
508,4.686,3.1680994070623796
509,1.203,1.450909806876052
510,0.54,1.7243822805940279
511,1.43,2.387894503176175
512,1.214,1.3188209617495084
513,2.044,3.5269993182612556
514,5.219,5.1667215468790895
515,0.554,1.7575969995867515
516,3.367,2.1648819442420466
517,3.386,3.546485655198558
518,4.117,3.206525297741197
519,3.872,4.477445895542986
520,1.607,2.3024628644440615
521,4.001,3.3858352970893004
522,1.462,1.368786584397804
523,1.63,1.617301273579286
524,3.841,3.1807308783406647
525,3.942,3.307835325281097
526,4.596,4.474858350981025
527,4.432,3.7034083374149334
528,3.526,3.5421022732864555
529,1.794,1.5771086797263385
530,1.827,1.6485746643850216
531,2.089,2.587497996443668
532,2.014,1.4938755576648386
533,7.839,7.958496969193487
534,2.866,3.271150142889053
535,2.193,2.009415019227021
536,4.961,4.674025534514567
537,3.265,3.005576448043259
538,2.373,1.9226490987852287
539,3.223,3.547863036333034
540,4.079,3.1032989416136014
541,1.636,3.557967320670598
542,1.71,2.9998240105956553
543,2.233,1.495077633101671
544,3.07,2.9517912203985044
545,0.895,1.7313285556366231
546,1.093,1.4038497828018532
547,0.694,1.6896667133787093
548,0.963,1.6956667133787091
549,4.525,4.4118338291800105
550,7.548,7.252193426676339
551,0.855,2.8719916810008934
552,2.687,1.6699031618052347
553,3.229,2.925541315521658
554,8.19,8.21796891126275
555,3.735,3.207650019679566
556,2.464,2.8423411834734225
557,5.098,3.5023830736142676
558,1.959,1.6896667133787093
559,2.877,1.6127601889943473
560,1.83,2.1591212172028054
561,0.982,1.577982988917306
562,4.085,4.477445895542986
563,2.721,3.5415904823138344
564,2.526,2.720709500705079
565,0.967,1.6175488783773562
566,1.137,3.824847353972496
567,1.546,2.397551709326873
568,1.424,2.6149499662986524
569,2.146,1.8220275167962567
570,1.449,1.44331470275417
571,7.907,7.778573112040663
572,1.011,1.7310716841170601
573,2.694,1.3920053523971356
574,4.728,4.29330279812196
575,0.922,1.6956667133787091
576,1.669,2.0521933261765826
577,0.622,1.4065939403892966
578,0.709,1.4391334670899607
579,2.373,2.101960731879236
580,0.992,1.525415234974532
581,4.642,3.800311124342124
582,2.449,3.5267248938225024
583,4.239,3.1122639552701328
584,4.025,3.811986478081147
585,3.692,3.7381247513119495
586,3.817,3.690018898078464
587,3.065,3.558699876489811
588,1.089,1.9039741733628976
589,3.192,3.308987904509861
590,3.622,3.1155132754076553
591,2.236,1.4975488358475362
592,0.564,1.800394692394954
593,1.173,1.33506078798144
594,1.685,2.0406095404438798
595,1.237,1.9371633300614153
596,2.546,2.7296540680496544
597,3.208,2.6131821439651812
598,2.722,3.2078065607654267
599,1.804,2.8241021712503334
600,1.58,2.3896830314879427
601,1.671,2.1996990380965022
602,0.754,2.831001946258826
603,3.233,3.8828621802750902
604,0.761,1.6896667133787093
605,5.284,4.94231676815711
606,1.857,1.4053426610189996
607,3.89,3.7443704463842478
608,3.213,3.542795345599553
609,7.379,7.403730328691074
610,4.228,3.2829975022994073
611,1.593,2.6237812966227763
612,0.539,1.6896667133787093
613,3.648,3.3097622743166752
614,0.738,2.230266177875703
615,2.2,2.390128970562648
616,2.952,2.916308587677854
617,2.298,2.914091297527949
618,7.267,7.004520884709353
619,0.528,1.2979265152227797
620,4.161,3.206525297741197
621,4.328,4.312580536424762
622,0.587,1.412963390424713
623,5.298,3.881054470814213
624,1.523,3.5445189571057036
625,0.795,2.7869098802396417
626,1.967,1.9033135548215603
627,2.688,1.7298111717184206
628,3.344,2.487767475469739
629,2.993,3.167310261757075
630,1.243,1.698573392867081
631,0.644,1.7147790390260176
632,1.564,2.1073047080792207
633,5.589,3.932113562778016
634,4.161,4.763646907467701
635,1.648,1.4856450912643366
636,0.705,1.4670215572564618
637,2.547,3.053308551021261
638,0.78,1.5961047288278674
639,0.59,2.223330028675829
640,3.008,1.5775095225372004
641,2.867,2.251544098469069
642,1.683,2.4045680894920496
643,2.749,2.445131665939508
644,1.265,2.4709795828392647
645,3.207,3.692239604537929
646,3.478,3.0558433051438834
647,3.509,3.964553708752928
648,1.349,2.8026401180140246
649,2.253,3.3926108709556324
650,2.787,1.6956667133787091
651,2.576,1.5494734656841678
652,2.436,2.375480011157684
653,1.823,1.6896667133787093
654,0.541,1.6486134340348542
655,2.674,2.223330028675829
656,3.905,3.7582973286523873
657,1.149,2.0567324978312764
658,4.164,5.055248482861153
659,0.785,1.6896667133787093
660,0.827,1.7784981950885435
661,2.492,1.5650337730830084
662,2.448,1.691666713378709
663,4.025,3.9926946657940166
664,3.086,2.3308253739733567
665,1.984,1.6986256519438772
666,2.011,3.053935824587137
667,1.903,3.010740025005661
668,0.842,1.4875793683519403
669,2.101,1.3113226490466996
670,8.058,7.734950601382267
671,5.213,4.939447091239371
672,2.066,2.4475034708167773
673,2.548,4.032001165018459
674,1.851,1.6692467678452314
675,1.959,1.749570995221854
676,2.233,2.101960731879236
677,2.811,2.116058979260653
678,4.331,3.34003121893887
679,0.881,2.579912029278316
680,4.1,3.116825629468848
681,1.281,3.206649659412844
682,2.958,1.6956667133787091
683,2.381,1.7784981950885435
684,4.339,4.276440578229159
685,3.464,2.9114840690547767
686,3.837,1.837305556892282
687,0.591,1.6576667133787093
688,5.197,5.151299061783383
689,2.992,2.9357676432622677
690,3.424,3.3586887204060636
691,3.307,3.3240292296392364
692,5.146,3.8613878790796345
693,4.801,4.29330279812196
694,1.854,2.0406095404438798
695,5.873,5.015882360519598
696,1.468,1.5468835913176773
697,1.733,2.7408337800778644
698,0.707,1.7401769146602637
699,4.464,4.460297109787694
700,3.104,3.5516378715318417
701,1.632,1.4950905887559263
702,5.476,3.2827726369765644
703,2.583,2.754853921078219
704,2.433,1.4513045915288934
705,4.187,4.268773060322069
706,3.993,3.567040039654092
707,4.091,3.5415698021025275
708,0.866,1.6899612927782965
709,3.06,3.705557834082698
710,1.701,1.684666713378709
711,1.392,1.5496086055275657
712,3.359,3.325309742748777
713,1.025,1.3823159404891041
714,0.894,1.8663995989465492
715,2.578,2.2510188864315337
716,1.156,3.064159688421938
717,0.673,1.7319621626279058
718,4.423,3.8384449912306735
719,3.961,2.5291176829516533
720,0.807,2.2805475055181197
721,3.885,1.7181645016923341
722,4.942,3.277144270761389
723,1.831,1.6383582272485855
724,3.099,1.610376050832499
725,7.672,7.451776477969444
726,0.621,1.297809866715442
727,1.556,2.305762060583768
728,2.182,3.473428427521031
729,2.418,2.2793646194750927
730,3.405,3.5441930536480086
731,2.032,2.827135159135735
732,3.018,3.4269820884999085
733,3.601,3.1936822488306564
734,2.511,3.5798078199515424
735,1.827,1.7842728703236428
736,4.732,4.084662233214257
737,1.886,1.6559341406445252
738,3.508,2.421312677988467
739,7.347,6.988260363837573
740,3.798,3.1643214788012157
741,0.971,1.623417962238752
742,0.621,1.4078020226016354
743,3.009,1.4770068108085175
744,1.496,1.4737997582045361
745,2.075,2.2505757727154885
746,2.404,1.5468835913176773
747,0.766,1.534456783531373
748,3.134,4.0901369248017785
749,5.32,3.277144270761389
750,3.666,3.749053754180851
751,2.658,2.226156666050582
752,0.557,1.6626667133787092
753,3.393,3.7443704463842478
754,1.599,1.9420371178649176
755,2.181,3.3788048366981145
756,1.441,1.6956667133787091
757,0.953,1.6297429970132244
758,1.914,1.4908562875112132
759,8.0,7.61569269452399
760,4.904,5.195671856400369
761,3.366,3.8004957486459654
762,7.135,7.33199805710442
763,1.647,1.7277755532578947
764,5.003,5.177027906878927
765,5.989,5.157415660653585
766,3.589,3.1711816680573692
767,6.757,7.223352299219296
768,2.667,3.19655151230123
769,4.688,3.605406676572164
770,3.601,4.158941490402866
771,3.236,1.692666713378709
772,4.837,3.1950082685167134
773,1.567,2.7041808466296766
774,1.56,1.545574846634327
775,2.481,3.349558034060638
776,2.12,1.9137141236225268
777,3.761,3.6988622094518613
778,2.81,2.0711048289175777
779,2.285,3.0286791300395706
780,3.761,3.1643214788012157
781,1.647,1.691666713378709
782,1.951,2.501720909195065
783,4.795,4.268773060322069
784,2.608,1.5959711081590957
785,3.611,3.1114284032552444
786,2.564,2.069998407773498
787,4.846,4.276440578229159
788,4.099,3.241798222995474
789,2.217,3.1217039223915557
790,3.289,2.3308253739733567
791,0.625,1.4494833328823948
792,4.551,4.431655569450839
793,5.105,5.149768803997096
794,2.243,2.2897217719683196
795,1.559,1.6329405457942177
796,1.038,1.36348361224386
797,1.086,1.2410866637843476
798,3.905,3.8454411277767777
799,2.654,3.1101513193922745
800,1.401,1.733959588404629
801,1.735,2.5336787136479915
802,4.153,4.3830680316238295
803,1.721,1.882661397063413
804,4.391,4.083768724708939
805,2.244,1.7655689608586136
806,2.833,2.46040375920668
807,3.0,2.944421120321472
808,3.622,3.436078178145057
809,3.452,1.8243736404081137
810,4.382,4.248526462221567
811,2.104,2.568660547161535
812,5.021,5.203229557236694
813,2.888,2.343342477918732
814,3.052,2.0728543355822575
815,7.273,4.993715654291915
816,2.508,2.8501284125599575
817,4.538,3.6169160004788097
818,3.778,1.6241790710649242
819,3.103,2.9131157750810264
820,3.368,2.939311620546419
821,3.377,3.4012017167191235
822,2.216,1.6045356479051809
823,2.43,1.5607603161202332
824,1.569,2.606769666846405
825,2.585,3.2474751278319296
826,1.947,1.6260033899919653
827,2.253,2.0886361525616315
828,4.398,2.6470633810433353
829,3.437,2.0032878702175796
830,1.684,2.5109550924553146
831,1.987,1.7077541416538538
832,7.157,4.828375837128803
833,3.875,3.983637641959495
834,1.52,2.8008850502943776
835,1.792,1.852846924430588
836,1.265,1.626915628526354
837,3.372,2.657545112015974
838,1.38,1.6462883200932215
839,2.971,4.202405118916722
840,1.634,2.38664538824208
841,0.847,1.596010646161083
842,1.616,1.5757490679706754
843,7.535,8.028521795847071
844,2.549,1.467629965556115
845,1.754,1.4514324827927019
846,1.223,1.7509794837532358
847,0.513,1.6962354151644676
848,1.973,3.395370975522972
849,1.495,1.6956667133787091
850,1.17,2.59388190590185
851,4.808,3.510973954930933
852,0.944,1.4534179564214518
853,3.885,5.081447442632826
854,3.384,1.8081524332328147
855,3.671,3.3740636487747686
856,3.914,3.3039594625949498
857,3.327,2.8711371066228675
858,0.83,1.3009816604487108
859,1.88,1.5338366590341104
860,6.693,7.004520884709353
861,3.824,3.7443704463842478
862,0.687,1.431593619885624
863,3.645,1.6236636739162964
864,3.691,3.749053754180851
865,2.095,1.6879288059941926
866,2.507,1.6896667133787093
867,1.046,1.4405074921738128
868,2.017,2.698344623525972
869,2.867,3.075458530248202
870,2.364,2.221603717696746
871,4.585,3.5897931330574657
872,1.712,2.25715277894437
873,0.979,2.4643355926092165
874,4.013,3.9858404740938234
875,2.266,3.1246758203224543
876,2.505,2.647355850010887
877,4.314,4.544288895421087
878,2.876,1.7096647200927075
879,2.721,2.7057927793996734
880,3.176,2.8305804045011977
881,2.377,1.653033001036274
882,4.014,3.5221498695218134
883,1.508,1.222773019991314
884,3.11,3.236171624544729
885,1.01,1.6624919493012666
886,0.523,1.6157049935244243
887,0.599,1.5895786073732807
888,3.426,3.41328811341611
889,1.731,2.744007569557424
890,3.507,2.975376598064274
891,4.246,4.189207903329391
892,7.597,7.640719235794014
893,3.108,1.7295480785678463
894,3.822,2.8135030290876575
895,1.602,1.9341954389015368
896,1.286,1.781279777924166
897,7.997,6.852721298964134
898,4.488,5.12451217425368
899,4.16,3.9836399079106783
900,2.023,3.4089535489313856
901,2.961,2.076965811545199
902,2.571,2.254749801716772
903,3.596,3.315402057696555
904,3.135,2.999502935780864
905,2.963,2.8140611567978278
906,1.131,3.421387913411182
907,7.366,7.451776477969444
908,2.811,2.3308253739733567
909,1.511,4.134412577170696
910,0.818,1.3937236737709957
911,3.761,3.5638286749002135
912,3.787,3.435383070098497
913,0.57,2.437139268883964
914,3.925,3.6384469771046826
915,1.052,2.05470577366643
916,0.802,2.054663175964536
917,3.093,2.3308253739733567
918,2.775,3.2595203094794787
919,5.829,3.7506847725767063
920,1.347,1.3240788224354165
921,0.999,2.1090527639072327
922,4.2,3.7039395713395047
923,1.425,1.5544417056213076
924,2.115,1.3832053198538041
925,0.79,2.7865914561115734
926,7.753,7.552132353660949
927,1.909,2.099295015365694
928,1.804,2.815634484651307
929,1.31,1.0424749005157294
930,2.029,1.7136819080184744
931,2.118,1.9420371178649176
932,1.992,1.5864199278449491
933,4.569,2.1777776974014174
934,3.074,1.8220275167962567
935,4.828,4.5704225444313265
936,1.562,1.2514569852796964
937,4.303,2.4839968488540634
938,1.74,1.4514324827927019
939,0.918,1.3175622473951185
940,0.501,5.142565104268099
941,4.232,3.7443704463842478
942,4.473,4.006405378360966
943,3.951,3.76024187229599
944,3.428,2.3132667768137773
945,2.428,1.5500984280369794
946,2.319,2.286734531132161
947,1.252,1.2528725847658602
948,2.026,1.6325356577696446
949,4.39,3.463094622537896
950,3.935,4.044817313831909
951,3.774,3.271150142889053
952,0.927,1.9675935806791638
953,1.154,1.3019934106104545
954,0.9,1.292201689161184
955,1.321,1.692666713378709
956,3.609,3.6880819034426744
