Original_Index,Actual_Values,Predicted_Values
957,1.167,1.627085809125782
958,1.754,1.4748970444180107
959,4.234,3.6419108456298557
960,0.588,1.6069033869676153
961,2.415,1.7784981950885435
962,1.549,1.9420371178649176
963,3.242,2.933233151765407
964,2.35,1.3626193184276314
965,0.997,1.3860372039485078
966,0.943,1.3062567081351677
967,2.783,2.251544098469069
968,1.427,1.5270880828528908
969,1.338,2.6116114066260723
970,2.712,2.4552807175294853
971,4.171,3.8394385718787882
972,3.988,3.5066416498793544
973,3.242,2.3132667768137773
974,5.271,5.175379970139263
975,4.245,2.459065201184766
976,0.743,1.341452740389382
977,3.105,4.097836688229845
978,0.632,1.4924358361902106
979,1.075,2.169247354857418
980,3.858,4.06208593000997
981,3.147,3.541153212796105
982,1.119,1.644062008008642
983,6.861,7.012553056406618
984,1.392,1.6886663935255637
985,2.151,3.395370975522972
986,3.059,3.1782517446105363
987,1.673,2.8207115084620553
988,2.111,2.2707562720477132
989,1.59,1.5778571326964144
990,2.024,1.7274071083709466
991,4.821,3.905463552525619
992,4.032,3.959424087022598
993,1.804,2.8161610928357543
994,3.625,3.1170007392826378
995,7.127,6.996423674476734
996,2.216,2.4839968488540634
997,3.112,2.9133760122641723
998,0.545,1.6692468049554103
999,4.871,4.25037670383944
1000,0.713,2.0481589732618115
1001,3.297,3.6283051149997636
1002,4.12,3.727597816034793
1003,1.531,1.3085744931538372
1004,4.242,3.735661402157252
1005,0.659,1.3560745372058949
1006,0.617,1.431900763537243
1007,6.312,6.6666439073711
1008,2.236,2.097518094008804
1009,2.29,1.1351951787788233
1010,1.825,1.568418765526807
1011,3.025,2.917940108414314
1012,2.498,3.0204323373999733
1013,4.169,2.7151125838094994
1014,5.806,5.157415660653585
1015,1.478,1.50954782486629
1016,1.015,2.448541086708154
1017,2.519,1.446204172248617
1018,2.338,1.6536667133787093
1019,4.274,3.9363432306958837
1020,3.772,3.137391648557821
1021,2.315,1.7570117531020912
1022,3.195,2.8526925391307945
1023,1.87,1.2514569852796964
1024,2.194,2.2897217719683196
1025,2.26,3.389850399714035
1026,3.167,3.8977795946905522
1027,1.8,2.0406095404438798
1028,3.388,3.8678521034129427
1029,3.415,3.60317660720584
1030,4.436,3.736113191980159
1031,1.103,3.0882885165122973
1032,0.939,1.6328499390484064
1033,0.86,1.3469588362863945
1034,2.698,1.2012814195397996
1035,3.879,3.3310950108014747
1036,4.093,3.116662397849871
1037,0.847,1.5966907255026452
1038,1.379,2.712754790649875
1039,2.051,1.786560027467917
1040,2.045,1.6986667133787092
1041,4.501,3.477480836605359
1042,4.39,3.715135019763362
1043,3.217,2.939157399809579
1044,1.896,1.8754538412228214
1045,2.852,3.6640505619986645
1046,1.377,1.5131988993256655
1047,1.618,1.924599739823054
1048,3.374,3.659281183744352
1049,5.002,5.0043994210062355
1050,2.09,2.4043406481575706
1051,7.806,7.734950601382267
1052,3.328,2.9190094238535442
1053,2.715,2.6143494092480886
1054,0.509,1.310207730520242
1055,1.066,1.6313801556827519
1056,8.131,7.519353875650638
1057,0.509,1.9022052418552615
1058,3.995,3.138384655184823
1059,3.982,5.0239336775555365
1060,4.727,4.516191659810248
1061,3.233,2.2510188864315337
1062,1.669,1.7570117531020912
1063,2.638,3.583199292673388
1064,1.129,1.606190287453947
1065,6.893,6.561101305185834
1066,4.568,3.534961097046233
1067,4.615,5.178608849727421
1068,4.986,1.9596984775425272
1069,0.547,1.5693105739128324
1070,1.368,2.1073047080792207
1071,4.181,3.2118734973893774
1072,0.565,1.6896667133787093
1073,3.876,3.009517282651555
1074,0.572,2.3655581999443864
1075,3.685,3.6488692513726675
1076,1.642,1.6652854037901466
1077,6.24,5.157415660653585
1078,2.307,1.7810184510194136
1079,7.354,4.993715654291915
1080,4.033,2.424045287215453
1081,1.92,1.9371633300614153
1082,1.388,1.9341954389015368
1083,6.667,7.86960913707471
1084,4.721,3.3868826619357773
1085,2.745,2.668923905065841
1086,0.988,1.3662951653699538
1087,4.346,2.4015234936946115
1088,3.267,3.5085429392956993
1089,4.717,3.5632704818633054
1090,4.765,4.450200227317403
1091,3.837,3.361828657480914
1092,1.696,1.4867975249512018
1093,2.473,2.8501284125599575
1094,1.8,2.290004845699421
1095,3.549,3.425279859348928
1096,1.22,1.244231762251987
1097,3.924,3.3650885784385576
1098,2.848,4.440086423301046
1099,7.554,7.734950601382267
1100,1.76,1.2390454142711738
1101,0.737,1.7295111518493023
1102,5.426,5.170031729900018
1103,1.937,2.0406095404438798
1104,5.571,3.2827726369765644
1105,3.11,2.936890633056797
1106,1.406,1.3798012702368432
1107,1.074,1.336505452027486
1108,8.082,7.874000005867507
1109,3.322,3.5138254857750972
1110,4.115,3.4744816852955585
1111,3.144,4.232047296153517
1112,1.674,1.6301253262238802
1113,3.102,2.9091406272990374
1114,3.185,3.909069503425258
1115,3.958,4.158941490402866
1116,1.102,1.7826619115015079
1117,2.264,3.395370975522972
1118,2.571,2.805209071097196
1119,0.9,1.6896667133787093
1120,3.356,3.6880819034426744
1121,0.52,1.7380352086096253
1122,0.745,1.8934203042230127
1123,4.073,4.938462023175631
1124,1.893,1.4955858404736686
1125,2.624,2.915737697860642
1126,4.255,4.117086678097069
1127,0.534,1.5331055735130552
1128,2.438,2.0886361525616315
1129,0.6,-0.0881879015044833
1130,0.52,1.709315721864193
1131,4.977,5.0773239041467715
1132,2.61,2.827135159135735
1133,4.12,3.739174183894856
1134,2.467,1.7218919389701153
1135,0.931,1.7827376299112798
1136,4.231,4.265705548497062
1137,1.448,1.5154907042008179
1138,3.711,3.434482397709339
1139,1.429,2.5780107416726574
1140,1.529,1.1986408464188512
1141,4.053,2.5291176829516533
1142,2.88,1.4736709047198344
1143,7.102,6.977889781551071
1144,7.721,7.4523157138291625
1145,5.535,4.840155374856703
1146,4.326,4.276440578229159
1147,3.596,3.009517282651555
1148,2.312,1.6633189930341463
1149,3.639,3.749053754180851
1150,2.128,2.438280056137623
1151,7.297,4.841060720646109
1152,0.871,1.5272861719463613
1153,2.486,3.395370975522972
1154,4.289,3.784245682891887
1155,2.787,3.522671855737543
1156,1.728,1.6896667133787093
1157,3.074,1.6956667133787091
1158,2.245,1.6232235398511032
1159,1.552,2.262757613311238
1160,0.951,1.281184417085892
1161,1.422,1.687666713378709
1162,1.148,1.509685666075415
1163,1.921,1.3673554457272485
1164,0.823,1.347476053326244
1165,3.501,4.8871011595455975
1166,3.001,3.545856237163933
1167,3.733,3.5336106885302807
1168,0.994,1.525415234974532
1169,3.13,4.307210459436911
1170,1.858,1.7390490969868744
1171,0.614,1.554247725377486
1172,2.833,1.6086204646838813
1173,2.973,2.774133003899861
1174,3.43,3.283435413864021
1175,1.322,1.3440864984021408
1176,4.252,3.676276337686879
1177,0.987,2.159613051769637
1178,3.05,3.675616689219257
1179,7.412,7.29993371964582
1180,4.564,4.127215097584531
1181,6.784,7.584243757799458
1182,3.005,2.939253836765639
1183,2.948,2.241918088373106
1184,1.917,1.5791172540718508
1185,0.806,1.8122226815271987
1186,1.864,1.6211134459951027
1187,0.528,1.473936959481481
1188,3.202,3.6880819034426744
1189,2.269,3.1762903032327134
1190,1.734,1.6023222632564702
1191,1.216,1.4675730060548489
1192,0.963,1.336505452027486
1193,4.372,3.1643022828721747
1194,1.692,1.684264133376994
1195,2.829,3.3255970585043513
1196,1.22,2.634288383381002
1197,1.647,4.017643168289021
1198,0.931,2.4844657972650412
1199,4.48,3.0772111413164587
1200,6.99,7.012553056406618
1201,4.096,3.1663814157883436
1202,1.8,2.8190756751043144
1203,1.345,1.2651383415812196
1204,4.206,4.988579554236874
1205,3.942,3.6981723698929985
1206,1.011,3.992382540407835
1207,1.207,1.346642075232809
1208,4.0,3.254566129744705
1209,0.51,2.2943858907654784
1210,1.502,1.1986408464188512
1211,4.164,4.497605855969792
1212,4.785,4.951245461395612
1213,7.308,7.304800521217955
1214,2.401,3.465216938241668
1215,2.224,2.876188350081201
1216,2.083,1.757826200991025
1217,1.763,1.4368711625059225
1218,3.266,1.1986408464188512
1219,2.835,3.3820426784617985
1220,2.4,2.6637901863469766
1221,2.094,3.920322966850976
1222,2.326,1.3113226490466996
1223,2.05,3.361828657480914
1224,3.904,4.477445895542986
1225,0.56,3.6732781172474205
1226,2.154,2.0886361525616315
1227,8.446,8.21796891126275
1228,3.295,2.7380259780372596
1229,1.221,1.5119061091886314
1230,3.778,3.1042363008305607
1231,2.529,2.223330028675829
1232,1.906,1.9211346785433705
1233,0.628,0.8004925279900863
1234,4.502,3.080099530888231
1235,1.751,1.462295476427211
1236,1.512,1.786560027467917
1237,2.218,2.221337123774704
1238,2.709,3.099110091094285
1239,3.097,2.812389251522684
1240,3.486,1.8161803528820515
1241,0.877,1.5201279672592285
1242,1.095,1.577464843173224
1243,5.485,5.037750995186849
1244,7.216,7.284851017727301
1245,4.872,3.4003317222363947
1246,2.597,2.262757613311238
1247,1.041,2.1657353656763023
1248,1.787,2.0675486873493285
1249,3.187,2.9287068033460004
1250,2.976,1.8850438218496202
1251,2.313,2.390128970562648
1252,1.268,2.5511058137679177
1253,4.337,2.769840568390567
1254,1.018,1.0304081223113575
1255,2.257,3.178056005892798
1256,0.895,1.450909806876052
1257,2.296,1.9467526706506093
1258,3.463,3.498512961896845
1259,2.288,1.3113226490466996
1260,5.058,5.177098713253855
1261,1.33,1.4533850368670758
1262,3.356,3.8408164066546506
1263,1.907,2.7713145499802923
1264,0.697,1.505431934308177
1265,1.517,1.645169115785355
1266,7.38,7.028426405562907
1267,3.717,3.11268013193638
1268,1.253,1.4238267181006208
1269,2.533,3.389850399714035
1270,1.397,2.7067889538524605
1271,1.628,1.493339937773566
1272,3.497,2.5774689670755975
1273,6.872,4.828375837128803
1274,4.103,3.2829975022994073
1275,1.219,1.6286343496653621
1276,1.109,1.3019934106104545
1277,2.018,3.004551112823737
1278,1.19,2.5895552980972183
1279,0.676,2.6082680151978
1280,4.151,3.0964467464657064
1281,2.148,1.375666713378709
1282,2.914,2.914854987264699
1283,0.661,1.73236755848761
1284,3.463,1.6896667133787093
1285,4.339,5.27014437795949
1286,2.953,3.298417191658498
1287,2.156,2.1591212172028054
1288,2.423,1.6006817245183407
1289,3.736,4.0996792452554445
1290,3.106,3.193674945485541
1291,3.845,3.6709279977653773
1292,3.354,3.5023560611210005
1293,7.522,7.620998010696665
1294,4.302,3.1714951053197904
1295,1.02,1.2657799680500719
1296,2.9,2.3308253739733567
1297,4.08,3.2424808406081764
1298,3.633,2.9745002373693086
1299,1.112,1.2410866637843476
1300,2.674,1.3920053523971356
1301,2.099,2.107358875272022
1302,5.258,5.200665723486688
1303,3.227,4.8078638709202925
1304,3.22,2.8526925391307945
1305,2.489,3.3250338719832406
1306,3.489,1.2088280450032456
1307,4.14,3.453088410387533
1308,3.386,3.56900853563468
1309,6.093,5.015882360519598
1310,5.519,5.013182406606202
1311,2.35,3.0540172415345235
1312,4.205,4.018325348878718
1313,3.63,3.2768780850543062
1314,2.725,3.5723241400517294
1315,2.404,1.6069033869676153
1316,0.565,1.505431934308177
1317,2.052,3.155393920823706
1318,2.462,2.239654757926311
1319,3.114,2.9150179756397128
1320,0.503,1.576564907077741
1321,2.112,1.6956667133787091
1322,3.496,3.6670675959226138
1323,0.79,1.627060257243342
1324,3.378,3.4113293430349536
1325,0.686,1.434785884643938
1326,3.213,3.0404774563450756
1327,3.581,3.1303009660931016
1328,5.217,4.622657645290529
1329,0.635,1.4885619837467057
1330,6.977,8.028521795847071
1331,6.059,4.602562467729642
1332,1.224,1.786560027467917
1333,3.579,3.8574804912811507
1334,1.738,1.6936116193556068
1335,1.726,1.5138754277902267
1336,4.836,4.268773060322069
1337,1.041,2.5126195295497986
1338,1.705,1.6956667133787091
1339,1.849,2.741620668230436
1340,1.346,4.130822790908649
1341,4.107,3.6681240337724907
1342,4.965,3.547575318521181
1343,1.06,1.4797721787547788
1344,0.749,1.597008846308826
1345,3.822,1.623254579367057
1346,5.258,4.962053602039759
1347,0.529,1.663666713378709
1348,3.503,4.078228717031026
1349,0.997,1.3869461659679818
1350,2.875,1.5984286290477487
1351,4.168,4.434856420639945
1352,2.448,3.3788048366981145
1353,4.244,3.5263722701006643
1354,4.03,3.7839932881104037
1355,3.121,2.936726987623211
1356,4.233,3.693566458781757
1357,6.039,5.236670016841504
1358,3.084,1.8220275167962567
1359,0.511,1.7753783950448265
1360,2.216,2.288071756626743
1361,2.714,1.6956667133787091
1362,4.608,3.6017626254974324
1363,1.812,2.1591212172028054
1364,3.04,2.9264751795280977
1365,1.798,2.844438560466046
1366,3.014,3.0025772368611072
1367,4.357,3.8333271520182213
1368,2.798,1.9467526706506093
1369,4.437,3.1732634167716487
1370,1.376,1.621960166847505
1371,1.848,3.142431593231474
1372,2.338,3.001468172916408
1373,1.57,0.988164794615829
1374,4.078,3.1112015620526567
1375,2.198,2.069998407773498
1376,0.647,1.706279533443894
1377,0.512,1.773722580205212
1378,3.722,4.3830680316238295
1379,2.029,3.361828657480914
1380,1.392,1.5427286489665426
1381,0.642,1.475691514269749
1382,1.181,1.2999025940117561
1383,3.568,4.15112824029612
1384,3.969,3.692239604537928
1385,0.553,1.4954165734723688
1386,4.728,3.5755028481660216
1387,1.683,2.0521933261765826
1388,1.947,2.2473564622749995
1389,0.988,1.4739465760543808
1390,1.393,1.478025472821324
1391,2.255,2.0406095404438798
1392,2.343,2.9126677813370936
1393,2.495,2.966484175590743
1394,6.477,4.828375837128803
1395,1.194,1.7432016731953859
1396,1.656,1.5210390051915614
1397,1.156,1.536258956334642
1398,1.277,2.9515402421981833
1399,4.197,3.929765673050386
1400,3.64,2.5721817904370736
1401,1.527,1.6009181784490296
1402,3.883,4.477445895542986
1403,2.49,2.660575887296564
1404,1.508,1.794440818984303
1405,0.853,1.3923662587764516
1406,3.435,3.536834762614839
1407,2.044,1.8953345570614564
1408,0.513,1.3070839689334588
1409,1.929,1.5938944506958288
1410,3.953,3.1101634942456116
1411,2.32,3.3255970585043513
1412,1.314,1.8756511379687388
1413,0.811,1.5969236819076915
1414,8.221,7.171705697165693
1415,1.13,3.5634965461374786
1416,3.285,1.5996782656335804
1417,2.738,3.2595203094794787
1418,3.312,3.6935016668541056
1419,3.258,3.5043826646473155
1420,0.973,1.6956667133787091
1421,3.449,3.6881812913504537
1422,4.217,3.299808403825341
1423,2.083,2.2870728987723643
1424,2.676,2.8423411834734225
1425,4.8,5.240110703942579
1426,3.717,3.2357061719240203
1427,4.241,3.550864033578748
1428,2.386,1.6448691774809616
1429,2.763,1.764660000047374
1430,0.612,1.5929516476237817
1431,1.707,1.5914671490699694
1432,2.966,1.6065614827474433
1433,0.942,1.4849387167606996
1434,4.336,3.6124380905800644
1435,0.658,1.8862928092038083
