name,spacegroup,ntypes,natoms,delta_e,band_gap,stability,structure_id
TlFeO3,62,3,20,-1.145699592,0.664,0.1478087,2005576
TlFeO3,167,3,10,-1.076929322,0.545,0.216578969,2603725
TmIrO3,167,3,10,-2.214428066,1.554,0.231274108,8287518
TmIrO3,62,3,20,-2.314258545,1.233,0.131443629,8437484
TmIrO3,74,3,10,-2.202079553,0.837,0.243622621,8303904
TmIrO3,74,3,10,-2.20241684,0.7,0.243285334,8303476
Cs2KTmF6,2,4,10,-3.605399022,7.366,0,7775842
Cs2KTmF6,139,4,10,-3.601856545,7.299,0.003542477,8216668
Cs2NaNdF6,87,4,10,-3.486677851,7.723,0.027141209,8291142
Cs2NaNdF6,225,4,10,-3.51381906,7.486,0,7739362
Cs2RbTmF6,2,4,10,-3.586080725,6.976,0,7761882
Cs2RbTmF6,225,4,10,-3.572554941,6.814,0.013525784,8229232
CsK2DyF6,2,4,10,-3.536486571,6.323,0.037291697,6219701
CsK2YF6,225,4,10,-3.389018928,5.248,0.174264722,8306525
CsRb2DyF6,225,4,10,-3.447604053,5.478,0.107753596,8722632
HfMnBi2O6,2,4,20,-2.27552355,2.403,0.023227275,8209029
Mg2NiWO6,14,4,20,-2.391062047,2.786,0.077925968,8995976
KRb2EuF6,2,4,10,-3.084768275,6.8,0.071006456,7736654
AlFeO3,62,3,20,-2.402716514,1.932,0.054698071,8433196
BaCO3,167,3,10,-2.451500369,4.648,0.064219671,7907436
BaNaF3,221,3,5,-3.49877587,6.449,0.171454364,7907756
CrInO3,62,3,20,-2.110867224,1.659,0.054090436,4780600
CrInO3,62,3,20,-2.11070875,1.653,0.05424891,9693871
CrInO3,62,3,20,-2.111245737,1.539,0.053711923,4780595
CrInO3,167,3,10,-2.052637682,1.454,0.112319978,8436486
CrInO3,62,3,20,-1.851408576,1.417,0.313549084,4780611
CrInO3,62,3,20,-1.850860299,1.411,0.314097361,4780606
Cs2KErF6,225,4,10,-3.56844907,7.356,0.024683706,8220138
Cs2KErF6,139,4,10,-3.586905015,7.267,0.006227761,7834670
Cs2KErF6,2,4,10,-3.593132776,7.226,0,7742216
Cs2NaPrF6,87,4,10,-3.471273959,7.618,0.032060447,8314802
Cs2NaPrF6,225,4,10,-3.475212702,7.617,0.028121704,8220206
Cs2RbErF6,225,4,10,-3.563323733,6.693,0,7735092
CsK2TbF6,2,4,10,-3.46553032,6.314,0.034297651,6219702
CsRb2TbF6,225,4,10,-3.373122929,5.373,0.11062896,8725038
ErIrO3,167,3,10,-2.209584025,1.531,0.223218107,8287483
ErIrO3,62,3,20,-2.301105355,1.276,0.131696777,8208526
ErIrO3,74,3,10,-2.195762508,0.686,0.237039624,8279132
ErIrO3,74,3,10,-2.195643827,0.686,0.237158305,8303697
Gd2IrRhO6,14,4,20,-2.345720407,1.071,0.055180457,8536037
KCaF3,62,3,20,-3.713098306,7.308,0,1928789
KCaF3,11,3,20,-3.703845233,7.304,0.009253073,1928854
KCaF3,65,3,5,-3.683850918,6.811,0.029247387,8223948
KCaF3,221,3,5,-3.685253828,6.719,0.027844478,43975
RbCaF3,11,3,20,-3.680158629,7.391,0.02959505,8537810
RbCaF3,62,3,20,-3.684179546,7.382,0.025574134,5227368
RbCaF3,140,3,10,-3.677332016,7.254,0.032421663,8313652
RbCaF3,62,3,20,-3.709753679,7.135,0,9694191
RbCaF3,62,3,20,-3.704115879,7.13,0.005637801,5269303
RbCaF3,221,3,5,-3.709717693,7.13,3.60E-05,5185420
RbCaF3,140,3,10,-3.709367644,7.113,0.000386035,9661695
RbCaF3,221,3,5,-3.709330479,6.973,0.0004232,44408
ScNbSn2O6,225,4,10,-2.391365717,2.223,0.199336569,8241388
ScTaGe2O6,225,4,10,-2.2444341,2.069,0.406458706,8215965
TiCuO3,62,3,20,-2.142311549,0.653,0.135886748,2070098
TiCuO3,14,3,20,-2.164428676,0.643,0.113769622,8522640
TiSiO3,221,3,5,-1.964234357,1.725,1.002424521,962891
TiTcO3,221,3,5,-1.681216721,0.562,0.774993935,994047
VGaO3,62,3,20,-2.237369084,2.067,0.128933041,8532826
VGaO3,167,3,10,-2.27333362,1.242,0.092968505,8878899
Cs2KHoF6,69,4,10,-3.57774873,7.206,0.009061743,8216651
Cs2KHoF6,87,4,10,-3.586810473,7.181,0,7771964
Cs2NaCeF6,225,4,10,-3.455440519,7.494,0.021350006,8220196
Cs2RbHoF6,225,4,10,-3.556442812,6.775,0,7787686
CsRb2GdF6,225,4,10,-3.428267288,5.397,0.105934597,8725612
KRb2SmF6,14,4,20,-3.509496226,7.156,0.010531476,8534215
KRb2SmF6,87,4,10,-3.488972774,6.808,0.031054928,8231798
KRb2SmF6,225,4,10,-3.456429706,6.264,0.063597996,8229646
Nd2SbAuO6,12,4,10,-2.340213234,0.68,0.192619758,8312505
PmRhO3,167,3,10,-2.296882973,0.976,0.064069126,2609728
PmRhO3,62,3,20,-2.360952099,0.945,0,2003721
Cs2KDyF6,139,4,10,-3.567652417,7.211,0.012092264,8216636
Cs2KDyF6,2,4,10,-3.579744681,7.195,0,7735612
Cs2KYF6,225,4,10,-3.538125797,7.474,0.031005973,5451616
Cs2KYF6,7,4,20,-3.53695367,7.412,0.0321781,8434493
Cs2KYF6,225,4,10,-3.531046294,7.35,0.038085476,7838128
Cs2KYF6,225,4,10,-3.537861151,7.347,0.031270619,7840902
Cs2KYF6,139,4,10,-3.558943185,7.297,0.010188585,181687
Cs2KYF6,225,4,10,-3.56913177,7.155,0,9662235
Cs2RbDyF6,225,4,10,-3.526446168,6.774,0.034646798,8291013
Cs2RbYF6,225,4,10,-3.513931025,6.922,0.028650951,6358375
Cs2RbYF6,139,4,10,-3.508736923,6.893,0.033845053,8216692
Cs2RbYF6,225,4,10,-3.540661994,6.743,0.001919982,9662182
Eu2NiSO6,87,4,10,-2.287480795,2.037,0.255437171,8276243
Eu2NiSO6,225,4,10,-2.28414703,1.902,0.258770936,8242589
HoIrO3,167,3,10,-2.208456385,1.508,0.216397816,8287500
HoIrO3,62,3,20,-2.297100177,1.34,0.127754025,8208214
HoIrO3,74,3,10,-2.193888393,0.816,0.230965808,8303775
K2LiCaF6,225,4,10,-3.002648461,8.304,0.06655867,5447456
Mg2CoWO6,14,4,20,-2.390109612,1.851,0.07366443,8996851
Mg2CoWO6,12,4,10,-2.36593125,1.495,0.097842792,8239487
PaAgO3,167,3,10,-2.326384783,2.571,0,2519970
PaAgO3,62,3,20,-2.319646711,2.205,0.006738073,2058400
PaAgO3,62,3,20,-2.063003784,1.73,0.263380999,2004492
PaAgO3,99,3,5,-1.891874501,1.196,0.434510282,1951871
PaAgO3,167,3,10,-1.837780647,1.059,0.488604136,2608335
PaAgO3,221,3,5,-2.212678147,1.014,0.113706636,962375
TaAgO3,167,3,10,-2.249151374,2.054,0.021500678,180182
TaAgO3,161,3,10,-2.249527602,2.053,0.02112445,180181
TaAgO3,62,3,20,-2.245163225,2.049,0.025488828,2065375
TaAgO3,57,3,40,-2.249776626,2.041,0.020875426,8550885
TaAgO3,167,3,10,-2.246885492,2.03,0.02376656,2598523
TaAgO3,221,3,5,-2.236295527,1.886,0.034356525,9614870
TaAgO3,221,3,5,-2.238077515,1.877,0.032574537,995409
TaAgO3,99,3,5,-2.237036051,1.876,0.033616001,1950467
TaAgO3,127,3,10,-2.246339443,1.716,0.024312609,9661779
TaAgO3,62,3,20,-2.019384336,1.609,0.251267716,2065417
TaAgO3,127,3,10,-2.242954958,1.541,0.027697094,8231325
TbMnSb2O6,5,4,20,-2.094308836,1.072,0.139059689,8977517
TlGaO3,167,3,10,-1.434730513,0.656,0.084960833,2613572
TlGaO3,62,3,20,-1.453728065,0.558,0.06596328,2010227
TlGaO3,161,3,10,-1.439605908,0.545,0.080085437,8391739
TmAsO3,62,3,20,-2.421140028,0.616,0.294363673,8536323
Cs2KTbF6,139,4,10,-3.490483719,7.191,0.016267809,8216659
Cs2KTbF6,2,4,10,-3.506751528,7.057,0,7768840
Cs2NaLaF6,87,4,10,-3.508844128,7.484,0.03188115,8878918
Cs2NaLaF6,225,4,10,-3.512544647,7.146,0.028180631,8220203
Cs2RbTbF6,225,4,10,-3.476761852,6.748,0.015746598,8281383
Eu2CuSO6,87,4,10,-2.189159556,0.892,0.322671651,8290411
TbMn2AuO6,225,4,10,-1.267179489,0.506,0.781013455,8228662
AlGaO3,167,3,10,-2.574147079,3.243,0.10945056,8231051
AlGaO3,194,3,10,-2.527349206,3.033,0.156248433,8356735
AlGaO3,62,3,20,-2.57693359,2.923,0.106664049,8533200
AlGaO3,74,3,10,-2.555394465,2.188,0.128203174,8226777
AlGaO3,140,3,10,-2.247327272,0.796,0.436270367,8877704
Cs2KGdF6,69,4,10,-3.544187904,7.125,0.020378711,8216648
Cs2KGdF6,2,4,10,-3.564566615,7.098,0,7764518
Cs2RbGdF6,225,4,10,-3.534873887,6.502,0,7771066
DyIrO3,167,3,10,-2.207138009,1.486,0.2096453,8287470
DyIrO3,62,3,20,-2.289264261,1.173,0.127519048,8208433
DyIrO3,74,3,10,-2.192177147,0.801,0.224606162,8303282
DyIrO3,74,3,10,-2.192170694,0.799,0.224612615,8303627
KRb2NdF6,14,4,20,-3.483633516,7.023,0.029880824,8534209
KRb2NdF6,87,4,10,-3.463658713,6.805,0.049855626,8872339
KRb2NdF6,2,4,10,-3.500474306,6.601,0.013040033,7761148
KRb2NdF6,225,4,10,-3.428460011,6.356,0.085054328,8232498
NdRhO3,167,3,10,-2.282436027,0.755,0.053696379,2607434
NdRhO3,62,3,20,-2.333968558,0.733,0.002163848,1927973
NdRhO3,62,3,20,-2.336132406,0.729,0,2010191
TiCoO3,62,3,20,-2.405922435,1.559,0.082078888,8348523
TiCoO3,167,3,10,-2.365192738,1.473,0.122808585,8219510
TiCoO3,140,3,10,-2.072888141,0.882,0.415113182,8240457
TiCoO3,74,3,10,-2.333516341,0.818,0.154484982,8706789
TiCoO3,65,3,5,-1.963325215,0.677,0.524676108,8224572
TiCoO3,221,3,5,-1.963057291,0.677,0.524944032,2011062
UBO3,221,3,5,-1.577286058,1.741,1.601122856,996295
YIrO3,167,3,10,-2.180244422,1.557,0.215009849,8287536
YIrO3,62,3,20,-2.261187284,1.164,0.134066987,8208101
YIrO3,74,3,10,-2.165443364,0.779,0.229810907,8304034
Eu2CoSO6,14,4,20,-2.298368796,2.076,0.255830593,8993304
Eu2CoSO6,148,4,10,-2.299537317,2.069,0.254662071,8244860
Eu2CoSO6,139,4,10,-2.284135456,1.367,0.270063932,8240651
Eu2NiSeO6,225,4,10,-2.170577778,1.412,0.019192624,8242829
Eu2TeWO6,14,4,20,-2.544526631,0.731,0.255047066,8992057
KRb2PrF6,14,4,20,-3.466789815,7.121,0.046308336,8534212
KRb2PrF6,87,4,10,-3.449470185,6.643,0.063627967,8231788
KRb2PrF6,225,4,10,-3.415542859,6.128,0.097555293,8229333
Cs2KEuF6,139,4,10,-3.087076846,7.033,0.061778862,8216642
Cs2KEuF6,225,4,10,-3.100092153,7.027,0.048763555,7733934
CsCaF3,62,3,20,-3.69305593,7.839,0.024438755,8538355
CsCaF3,140,3,10,-3.693832159,7.78,0.023662526,8313570
CsCaF3,11,3,20,-3.691983578,7.701,0.025511107,8537813
CsCaF3,99,3,5,-3.711117135,7.649,0.00637755,7822720
CsCaF3,221,3,5,-3.717494685,7.598,0,1890713
KRb2CeF6,2,4,10,-3.47181505,6.577,0.033417735,7761170
KRb2CeF6,87,4,10,-3.429138857,6.502,0.076093928,8872338
KRb2CeF6,225,4,10,-3.394216208,5.989,0.111016577,8229319
MgTeO3,62,3,20,-1.975944184,3.313,0.055205846,4732464
PrRhO3,167,3,10,-2.270067772,0.915,0.045451962,2609779
PrRhO3,62,3,20,-2.312524932,0.708,0.002994803,1928025
PrRhO3,62,3,20,-2.315519735,0.708,0,2004046
ScSbO3,221,3,5,-2.083838478,0.834,0.609673015,993760
ScSbO3,99,3,5,-2.460508032,0.802,0.23300346,8237204
Sm2IrRhO6,14,4,20,-2.308049831,0.97,0.05238286,8536128
TbIrO3,167,3,10,-2.072663495,1.462,0.20270399,8275449
TbIrO3,62,3,20,-2.153913024,1.154,0.121454461,4763318
TbIrO3,74,3,10,-2.057857925,0.791,0.21750956,8279225
TbIrO3,74,3,10,-2.057831859,0.79,0.217535626,8303844
TiCd2SiO6,225,4,10,-2.211387369,0.681,0.219067428,8227809
VInO3,62,3,20,-2.181697808,0.976,0.055564475,8532718
Cs2KSmF6,139,4,10,-3.512060782,7.144,0.025626805,8216686
Cs2KSmF6,87,4,10,-3.537687587,7.102,0,7745764
Cs2RbSmF6,225,4,10,-3.503862874,6.385,0.009036008,8229229
Eu2ReAuO6,87,4,10,-2.228309775,0.722,0.061847508,8875837
LaFe2SbO6,4,4,20,-2.161839214,2.205,0.059589054,8534043
Mn2CrSbO6,14,4,20,-2.070817029,1.911,0.029631215,8435376
Mn2CrSbO6,14,4,20,-2.069656831,1.893,0.030791413,9695074
Rb2NaCaF6,225,4,10,-2.988207525,7.771,0.087763099,5448691
Rb2SrLiF6,225,4,10,-2.958841634,7.701,0.130718884,5448936
Rb2SrLiF6,14,4,20,-2.989300644,7.654,0.100259874,6865841
Sr2PbSO6,14,4,20,-1.97729532,2.245,0.408567818,8994811
Sr2WCO6,139,4,10,-1.859006908,1.733,0.844496651,8302315
Sr2WCO6,225,4,10,-1.859981543,1.732,0.843522016,8227642
Sr2WCO6,14,4,20,-1.872225934,1.567,0.831277625,8535042
CeRhO3,167,3,10,-2.252442967,0.88,0.035930686,2600677
CeRhO3,62,3,20,-2.288373653,0.671,0,2000888
CeRhO3,74,3,10,-2.246664081,0.505,0.041709572,8702191
CeRhO3,14,3,20,-2.287190166,0.504,0.001183487,8427913
Eu2CoSeO6,14,4,20,-2.206537967,1.455,0.0256499,9001559
Eu2CoSeO6,139,4,10,-2.16742655,0.665,0.064761317,8240605
Eu2TePbO6,14,4,20,-2.347887746,2.175,0.026546325,8991125
Eu2TePbO6,139,4,10,-2.113797343,1.455,0.260636728,8239178
Eu2TePbO6,225,4,10,-2.115813584,1.429,0.258620487,8306937
GdIrO3,167,3,10,-2.19935141,1.431,0.194627389,8275433
GdIrO3,62,3,20,-2.270796838,1.17,0.123181961,8208403
GdIrO3,74,3,10,-2.184448057,0.838,0.209530742,8279759
GdIrO3,74,3,10,-2.184468563,0.717,0.209510236,8256184
KRb2LaF6,14,4,20,-3.504186526,6.939,0.032768906,8534221
KRb2LaF6,87,4,10,-3.484114162,6.557,0.052841271,8869660
KRb2LaF6,225,4,10,-3.450628251,5.978,0.086327182,8227711
LiReSn2O6,225,4,10,-1.635117559,0.766,0.271316771,8228348
PaCuO3,167,3,10,-2.424988269,2.633,0,2601960
PaCuO3,62,3,20,-2.414851774,2.6,0.010136495,2058813
PaCuO3,62,3,20,-2.293710605,1.402,0.131277664,2006026
PaCuO3,221,3,5,-2.081189968,0.847,0.343798301,960811
ScBO3,62,3,20,-2.845979847,3.925,0.427123072,8533206
ScBO3,221,3,5,-2.325931977,2.021,0.947170942,994231
Sm2NiSeO6,87,4,10,-2.243746912,1.144,0.223537243,8289807
TaCuO3,221,3,5,-2.17737186,1.678,0.228473343,996893
TaCuO3,62,3,20,-2.319600884,1.36,0.086244319,2004714
TbMnBi2O6,5,4,20,-2.065152484,1.12,0.090596423,8206498
Tm2TePdO6,14,4,20,-2.366071048,0.62,0.18386503,8991683
CsRb2CeF6,225,4,10,-3.335230933,4.877,0.123107692,8722629
K2NaLiF6,225,4,10,-2.368351577,8.708,0.029259245,5447201
LuNbSn2O6,225,4,10,-2.40150041,2.034,0.254704893,8228235
LuTaGe2O6,225,4,10,-2.234164776,1.707,0.472463654,8258129
MgCd2TeO6,14,4,20,-1.699641346,1.649,0.00148608,5281797
NaTaAs2O6,14,4,20,-2.13677049,2.563,0.052027711,8535182
Yb2NiWO6,14,4,20,-2.83993791,3.054,0,8995331
Yb2NiWO6,12,4,10,-2.812073459,2.876,0.027864451,7732052
AlInO3,62,3,20,-2.493071717,2.606,0.06148608,2010219
AlInO3,167,3,10,-2.306596979,2.275,0.247960818,2598512
AlInO3,167,3,10,-2.446793322,2.169,0.107764475,2604360
AlInO3,74,3,10,-2.454811384,2.017,0.099746413,8226780
AlInO3,62,3,20,-2.353853519,1.524,0.200704278,2003402
AlInO3,140,3,10,-2.352629065,0.988,0.201928732,8436443
Cs2KNdF6,139,4,10,-3.481050465,6.84,0.033724218,8216678
Cs2RbNdF6,139,4,10,-3.456950048,6.312,0.033969208,8282083
Eu2FeSO6,87,4,10,-2.365703705,1.796,0.267618992,8276173
KSrF3,11,3,20,-3.617861493,7.15,0.071096353,8437695
KSrF3,62,3,20,-3.619624691,7.045,0.069333155,5185147
KSrF3,221,3,5,-3.550533006,5.813,0.13842484,7814848
KSrF3,221,3,5,-3.55645559,5.812,0.132502256,7819374
KSrF3,221,3,5,-2.953541878,3.711,0.735415968,9629919
Mn2VSbO6,14,4,20,-2.069978162,1.661,0.058819416,9697989
Mn2VSbO6,14,4,20,-2.070475986,1.607,0.058321592,8996036
MnCr2NiO6,14,4,20,-1.920955149,0.852,0.120092497,8534808
RbSrF3,62,3,20,-3.640844771,6.766,0.025700484,5270927
RbSrF3,221,3,5,-3.585004101,6.271,0.081541154,5182435
ScTaSn2O6,225,4,10,-2.51488299,2.258,0.183673016,8204184
Cs2KPrF6,2,4,10,-3.50269952,6.893,0.000656618,7731908
Cs2KPrF6,139,4,10,-3.465152353,6.771,0.038203785,8216682
Cs2KPrF6,225,4,10,-3.499357718,6.574,0.00399842,4794703
Cs2RbPrF6,139,4,10,-3.441897746,6.258,0.040082477,8282086
Cs2RbPrF6,225,4,10,-3.472521727,6.071,0.009458496,4794708
MgMn2WO6,14,4,20,-2.426801499,2.23,0.02327628,8995857
MgMn2WO6,225,4,10,-2.114490528,1.13,0.335587252,8229164
Na2WSeO6,14,4,20,-1.811207976,1.09,0.186176684,8992456
Sm2CoSeO6,14,4,20,-2.354200956,1.482,0.119140967,8540321
Sm2CoSeO6,87,4,10,-2.227443798,0.576,0.245898125,8304477
TmNbSn2O6,225,4,10,-2.384391267,2.105,0.272974356,8228198
AcRhO3,62,3,20,-2.333914524,0.604,0,2005637
Cs2KCeF6,2,4,10,-3.485113336,6.782,0.010377435,7762424
Cs2KCeF6,225,4,10,-3.447288556,6.654,0.048202215,8232455
Cs2RbCeF6,225,4,10,-3.448654259,6.216,0.004813359,7765278
ErNbSn2O6,225,4,10,-2.367698201,1.862,0.285459938,8228172
K2NaSrF6,225,4,10,-2.888671965,7.039,0.133288823,5447486
LaRhO3,167,3,10,-2.349986676,0.832,0.035720562,2605989
LaRhO3,14,3,20,-2.383575328,0.674,0.00213191,8534501
LaRhO3,62,3,20,-2.385707238,0.674,0,2002196
LaRhO3,62,3,20,-2.383547983,0.673,0.002159255,1928125
LaRhO3,14,3,20,-2.382063579,0.654,0.003643659,9002631
LaRhO3,74,3,10,-2.343148116,0.537,0.042559122,8227069
Mn2AlSbO6,14,4,20,-2.254719046,1.96,0.022483243,8435373
NbCd2InO6,14,4,20,-1.950367158,2.405,0.03743134,8997153
Nd2IrRhO6,14,4,20,-2.273263,0.92,0.048936154,8997152
PaCoO3,99,3,5,-2.109925492,0.509,0.310883936,2062920
Rb2NaSrF6,225,4,10,-2.917329166,7.318,0.137055239,5448666
Rb2NaSrF6,225,4,10,-2.91731206,7.314,0.137072345,5448916
Rb2NaSrF6,87,4,10,-2.974744997,7.198,0.079639408,6803128
ScBiO3,11,3,10,-2.336768979,3.942,0.303939646,7925656
ScBiO3,2,3,20,-2.60547657,3.012,0.035232054,8432606
ScBiO3,62,3,20,-2.608075194,3.008,0.032633431,2067786
ScBiO3,54,3,20,-2.553107301,2.629,0.087601324,9003715
ScBiO3,167,3,10,-2.534387882,2.368,0.106320743,2599633
ScBiO3,99,3,5,-2.524142096,1.603,0.116566529,2061725
ScBiO3,99,3,5,-2.528517104,1.518,0.112191521,8213199
ScBiO3,11,3,10,-2.335888453,1.296,0.304820172,8725188
ScBiO3,221,3,5,-2.294099792,1.049,0.346608833,962807
ScBiO3,221,3,5,-2.294343562,1.047,0.346365063,42768
UHgO3,62,3,20,-2.225531309,1.773,0.291789222,2013035
UHgO3,167,3,10,-1.95466411,1.062,0.562656421,2615330
Yb2CoWO6,14,4,20,-2.84341394,1.791,0,8995883
Yb2CoWO6,12,4,10,-2.810499125,1.787,0.032914816,7731200
Cs2NaCaF6,225,4,10,-2.998422965,8.221,0.03028331,5451256
HoNbSn2O6,225,4,10,-2.355042399,1.961,0.296347088,8228151
K2BaLiF6,12,4,10,-2.943293774,6.97,0.142975986,7978856
K2BaLiF6,225,4,10,-2.866115459,6.675,0.220154302,5447696
NaReSn2O6,225,4,10,-1.543355873,1.094,0.336666632,8228358
Rb2BaLiF6,14,4,20,-2.933519171,7.28,0.134560929,6847124
Rb2BaLiF6,225,4,10,-2.888271877,7.013,0.179808223,5449421
Rb2BaLiF6,139,4,10,-2.927122644,6.861,0.140957456,7987772
Tm2SbIrO6,2,4,10,-2.394152705,1.313,0.281275395,8257771
Cs2KLaF6,87,4,10,-3.541424462,6.833,0,7785356
Cs2KLaF6,139,4,10,-3.496000087,6.634,0.045424375,8228525
DyNbSn2O6,225,4,10,-2.341241732,1.84,0.308304111,8228130
Eu2GeWO6,12,4,10,-2.731400973,0.553,0.165025635,8289085
Na2PbSeO6,14,4,20,-1.232585211,0.814,0.242582239,8990760
Nd2CoSO6,14,4,20,-2.260890918,1.072,0.425346188,8995541
Pr2IrRhO6,14,4,20,-2.252035977,0.707,0.047841237,8536095
SmIrO3,167,3,10,-2.176214927,1.37,0.174360181,8245261
SmIrO3,62,3,20,-2.236837374,1.156,0.113737734,4762493
SmIrO3,74,3,10,-2.161217313,0.976,0.189357795,8256278
SmIrO3,74,3,10,-2.161279642,0.778,0.189295466,8257284
SmIrO3,45,3,10,-2.070343998,0.589,0.28023111,8290560
TiFeO3,140,3,10,-2.41740288,2.078,0.185117846,8232204
TiFeO3,99,3,5,-2.403641838,1.515,0.198878888,8668389
TiFeO3,62,3,20,-2.525064075,1.095,0.07745665,1928175
TiFeO3,65,3,5,-2.166803686,0.8,0.43571704,8224169
YNbSn2O6,225,4,10,-2.328764681,2.104,0.307635859,8228886
YTaGe2O6,225,4,10,-2.143521747,1.635,0.540813952,8281239
Cs2NaLiF6,225,4,10,-2.34164325,8.84,0.036671915,5452096
Eu2GdClO6,87,4,10,-2.179933341,1.951,0.358782096,9954215
Eu2HgWO6,225,4,10,-2.397438439,2.426,0.285205612,8241281
Eu2HgWO6,12,4,10,-2.592342271,1.866,0.09030178,8275964
Eu2MoRuO6,225,4,10,-2.570404456,0.547,0.107528093,8283071
HoTaHg2O6,14,4,20,-2.209874724,1.329,0.110671898,8535654
CaWO3,167,3,10,-2.370416637,0.855,0.414056203,2614794
CaWO3,4,3,20,-2.45479427,0.51,0.32967857,8206537
CsSrF3,62,3,20,-3.656026069,6.826,0.000777172,9699688
CsSrF3,221,3,5,-3.651533205,6.806,0.005270036,1891287
CsSrF3,99,3,5,-3.647310351,6.805,0.00949289,7676076
GdNbSn2O6,225,4,10,-2.30941828,2.034,0.334085712,8228112
KAuO3,167,3,10,-0.343874157,0.941,0.485176867,2598843
KAuO3,62,3,20,-0.361060062,0.666,0.467990962,2010284
MnV2NiO6,14,4,20,-2.040766984,0.843,0.165649586,8996226
NpHgO3,62,3,20,-2.241235204,0.936,0.170146452,2069380
Sm2FeSeO6,87,4,10,-2.290581627,0.767,0.281558405,8289620
YbTeO3,76,3,20,-2.279092517,3.452,0.028603218,8531275
YbTeO3,99,3,5,-2.0122456,0.638,0.295450135,2061184
Nd2CoSeO6,14,4,20,-2.328852984,1.425,0.089833961,8998030
Nd2TePbO6,14,4,20,-2.342802013,1.352,0.200535882,8992074
Yb2FeWO6,12,4,10,-2.87009915,1.428,0.003794041,7762880
Cs2NaSrF6,225,4,10,-2.945935451,7.997,0.059809175,5451196
Cs2NaSrF6,225,4,10,-2.946067441,7.866,0.059677185,5451446
KRb2CaF6,225,4,10,-2.916499151,7.269,0.147354861,5449181
MnTl2NiO6,148,4,10,-1.209328348,1.009,0.05741314,8285188
MnTl2NiO6,14,4,20,-1.228320245,1.005,0.038421243,8535257
MnTl2NiO6,5,4,20,-1.207924783,0.785,0.058816705,8522138
Rb2BaNaF6,225,4,10,-2.850410231,6.588,0.133748525,5449411
Sm2HgWO6,12,4,10,-2.800938271,2.839,0.147490611,8874700
Ba2PbSO6,225,4,10,-1.967310602,2.359,0.373967857,8277409
Ba2PbSO6,225,4,10,-1.965019788,2.358,0.376258671,8306020
Ba2PbSO6,148,4,10,-1.966913477,2.235,0.374364982,8310828
Ba2WCO6,225,4,10,-1.828971055,2.247,0.844890118,8228009
Ba2WCO6,139,4,10,-1.830932285,2.077,0.842928888,8220979
Cs2BaLiF6,225,4,10,-2.911226163,7.807,0.108214159,5451856
Cs2BaLiF6,14,4,20,-2.916892642,7.686,0.10254768,7977566
Dy2SbIrO6,2,4,10,-2.381897954,1.242,0.256631942,8257491
LiFe2SbO6,34,4,20,-1.646885011,1.59,0.159446574,4795103
LiFe2SbO6,34,4,20,-1.646931668,1.384,0.159399917,4795109
LuTaSn2O6,225,4,10,-2.526118985,2.199,0.228172645,8258135
SmNbSn2O6,225,4,10,-2.26286077,1.785,0.366346967,8228070
K2RbLiF6,225,4,10,-2.199091597,7.606,0.277397754,5447681
MnAl2NiO6,14,4,20,-2.307799534,1.436,0.122848248,8534805
NbZn2InO6,14,4,20,-2.025158454,2.796,0.102728373,8536190
NdIrO3,167,3,10,-2.156436402,1.319,0.151829502,2607354
NdIrO3,74,3,10,-2.141032933,0.925,0.167232971,8241048
NdIrO3,74,3,10,-2.14114874,0.921,0.167117164,8240160
NdIrO3,62,3,20,-2.202485949,0.905,0.105779954,2070141
NdIrO3,45,3,10,-2.064105158,0.554,0.244160746,8313443
Sr2PdSO6,87,4,10,-1.834014509,1.058,0.454422606,8290465
TmCd2SbO6,15,4,20,-2.128683373,1.876,0.000623748,9004642
TmCd2SbO6,14,4,20,-2.12930712,1.788,0,8535567
Y2NiPbO6,2,4,20,-2.446608637,1.918,0.055483513,8534794
ZrGeO3,38,3,5,-2.531866783,2.698,0.227140298,8212955
ZrGeO3,167,3,10,-2.464504371,2.153,0.29450271,8245276
ZrGeO3,99,3,5,-2.444401653,1.758,0.314605428,8253397
ZrGeO3,221,3,5,-2.234621361,1.703,0.52438572,996294
Sr2GaBrO6,225,4,10,-1.762244142,0.904,0.193665662,8260075
CaPbO3,11,3,20,-2.014654469,1.258,0.040373942,1929278
CaPbO3,62,3,20,-2.017223442,1.258,0.037804969,2067966
CaPbO3,167,3,10,-1.961386401,1.033,0.09364201,2600183
CaPbO3,139,3,20,-1.931500719,0.628,0.123527692,8530922
CaPbO3,74,3,10,-1.972848336,0.626,0.082180075,8701807
CaPbO3,99,3,5,-1.869888468,0.521,0.185139943,2061350
CaPbO3,74,3,10,-1.977851592,0.52,0.077176819,8227093
CaPbO3,45,3,10,-1.899052075,0.519,0.155976336,8276753
KBaF3,62,3,20,-3.531229159,6.419,0.114767851,8538374
KBaF3,11,3,20,-3.530413672,6.319,0.115583338,8537842
KBaF3,221,3,5,-3.41027622,4.518,0.23572079,7675056
La2NiSeO6,148,4,10,-2.348253219,1.917,0.082869652,8272845
NdNbSn2O6,225,4,10,-2.218070067,1.842,0.401132495,8228042
NdNbSn2O6,12,4,10,-2.413337201,1.534,0.205865361,8231472
PrIrO3,167,3,10,-2.142577833,1.272,0.14165686,2609685
PrIrO3,74,3,10,-2.127403688,0.895,0.156831005,8241078
PrIrO3,74,3,10,-2.127346042,0.892,0.156888651,8256245
