name,spacegroup,ntypes,natoms,delta_e,band_gap,stability,structure_id
Rb2AlTlF6,166,4,10,-3.128111697,5.322,0.039611958,8701241
Rb2AlTlF6,225,4,10,-3.162096513,5.32,0.005627142,8260703
Cs2TlCrF6,225,4,10,-2.80185261,3.358,0.030536337,5452011
Cs2TlCrF6,225,4,10,-2.832388947,2.227,0.0,8217387
Cs2MgSnF6,225,4,10,-3.064763954,4.358,0.024311063,5450846
K2NaPtF6,1,4,20,-2.395172479,0.987,0.094594193,7988178
K2NaPtF6,14,4,20,-2.426244447,0.841,0.063522225,6838190
K2NaPtF6,14,4,20,-2.426248598,0.702,0.063518074,6841861
K2NaRhF6,225,4,10,-2.594820365,2.122,0.029182647,5447266
K2NaRhF6,225,4,10,-2.624003012,2.117,0.0,180139
NbFePb2O6,225,4,10,-1.961746124,1.955,0.0074063,8241493
NbFePb2O6,139,4,10,-1.96036638,1.82,0.008786044,8277345
Rb2NaRhF6,225,4,10,-2.589659738,2.23,0.035306944,5448756
Rb2NaRhF6,225,4,10,-2.624966682,2.083,0.0,180446
TmAsPb2O6,225,4,10,-2.050649044,2.954,0.085536958,8281898
TmAsPb2O6,15,4,20,-2.055257797,2.866,0.080928205,9004575
TmAsPb2O6,14,4,20,-2.055013362,2.654,0.08117264,8997020
Cs2LiRhF6,225,4,10,-2.539168177,2.072,0.057155275,5452186
Cs2NaPbF6,1,4,20,-2.72703116,4.965,0.051900574,6298122
Cs2NaPbF6,1,4,20,-2.727031159,4.965,0.051900575,6298127
Cs2NaPbF6,14,4,20,-2.751670229,4.94,0.027261505,6298152
Cs2NaPbF6,148,4,10,-2.724834306,4.925,0.054097428,6201291
Cs2NaPbF6,148,4,10,-2.724829448,4.924,0.054102286,6207306
Cs2ScCuF6,225,4,10,-3.087324319,2.829,0.085935896,5450866
Cs2ScCuF6,148,4,10,-3.078554468,2.32,0.094705747,6795285
Cs2ScCuF6,148,4,10,-3.079945777,2.318,0.093314438,6795287
Cs2YbHgF6,139,4,10,-3.049207106,3.518,0.004846612,8278592
CsVF3,139,3,10,-2.803456126,0.613,0.099215682,9132706
ErAsPb2O6,225,4,10,-2.03945973,2.783,0.093480257,8284401
K2MnZnF6,225,4,10,-2.779937725,1.807,0.023867643,5447071
PaAuO3,62,3,20,-2.067536875,2.044,0.025907121,2067042
PaAuO3,62,3,20,-2.093047705,1.696,0.000396291,2066384
PaAuO3,167,3,10,-2.093443996,1.537,0.0,2599379
Cs2TlVF6,225,4,10,-2.894356958,1.986,0.0,1229235
HoAsPb2O6,225,4,10,-2.031751988,2.839,0.098209095,8281874
MgTePb2O6,225,4,10,-1.703343029,2.604,0.015169935,180430
MgTePb2O6,12,4,10,-1.708211368,2.483,0.010301596,8276008
NbGaPb2O6,225,4,10,-2.042080684,2.976,0.050559815,8280942
ScSbPb2O6,225,4,10,-2.106010448,3.102,0.015456942,9665505
ScSbPb2O6,225,4,10,-2.105136302,2.95,0.016331088,8215962
ScSbPb2O6,15,4,20,-2.121439808,2.948,2.76e-05,9004060
Cs2MnCdF6,225,4,10,-2.727482147,1.552,0.01672928,5451516
CsTlF3,148,3,10,-2.493681505,2.129,0.0,9979600
CsTlF3,2,3,10,-2.493552577,2.076,0.000128928,8158826
CsTlF3,225,3,10,-2.492090619,1.826,0.001590886,9661337
CsTlF3,225,3,10,-2.455729789,1.731,0.037951716,8232482
K2LiIrF6,225,4,10,-2.531964381,2.63,0.02011419,5447926
K2LiIrF6,139,4,10,-2.540519089,2.415,0.011559482,6282085
K2LiIrF6,139,4,10,-2.540519145,2.415,0.011559426,6282247
K2LiIrF6,14,4,20,-2.529530731,2.382,0.02254784,7980486
K2LiIrF6,12,4,10,-2.539394144,2.381,0.012684427,6248692
K2LiIrF6,1,4,20,-2.538674509,2.38,0.013404063,6298610
K2LiRuF6,1,4,20,-2.625104373,1.978,0.020217115,6299171
K2LiRuF6,14,4,20,-2.625522231,1.784,0.019799256,6297531
K2MnVF6,225,4,10,-2.821471732,2.817,0.062137479,5447576
Rb2LiIrF6,225,4,10,-2.494255251,2.451,0.057256335,5449756
Rb2LiIrF6,87,4,10,-2.527253383,2.415,0.024258203,8314964
Rb2LiIrF6,12,4,10,-2.522366752,2.209,0.029144834,6788415
Rb2LiRuF6,12,4,10,-2.606543521,1.802,0.036650645,6788587
Rb2MnVF6,225,4,10,-2.80784549,0.65,0.062654794,5449141
Cs2AlTlF6,225,4,10,-3.167542184,5.571,0.007386353,7834416
Cs2AlTlF6,225,4,10,-3.174928537,5.561,0.0,8217373
Cs2AlTlF6,166,4,10,-3.141599105,5.476,0.033329432,8700454
Cs2AlTlF6,139,4,10,-3.171964105,5.464,0.002964432,8277161
Rb2ErAgF6,225,4,10,-3.173784212,2.854,0.043754398,8878836
Rb2ScGaF6,225,4,10,-3.23339811,3.648,0.066865114,5450011
K2LiAsF6,14,4,20,-2.793914953,4.87,0.000175013,6296393
K2LiAsF6,225,4,10,-2.774302689,4.802,0.019787278,5447896
K2LiAsF6,139,4,10,-2.794089967,4.799,0.0,7894266
K2LiAsF6,12,4,10,-2.789607161,4.795,0.004482806,6165202
K2LiAsF6,1,4,20,-2.789598728,4.66,0.004491239,6297802
K2LiAsF6,1,4,20,-2.789598728,4.66,0.004491239,6297804
NbInPb2O6,225,4,10,-1.952968426,2.791,0.064755605,8216502
Rb2HoAgF6,225,4,10,-3.167207062,2.852,0.044566075,8232681
Rb2LiAsF6,225,4,10,-2.736855323,4.841,0.055128767,5449701
Rb2LiAsF6,139,4,10,-2.779126201,4.836,0.012857889,6821453
Rb2LiAsF6,139,4,10,-2.779126201,4.836,0.012857889,6821454
Rb2LiAsF6,14,4,20,-2.779233009,4.75,0.012751081,6296978
Rb2LiAsF6,14,4,20,-2.779233009,4.75,0.012751081,6297175
Rb2LiAsF6,1,4,20,-2.772200545,4.748,0.019783545,6299324
Rb2LiAsF6,1,4,20,-2.772200545,4.748,0.019783545,6299331
Rb2LiAsF6,12,4,10,-2.772088972,4.633,0.019895118,6283603
Cs2NaRhF6,225,4,10,-2.578951791,2.073,0.030631838,7837154
Cs2NaRhF6,225,4,10,-2.584151884,2.069,0.025431745,5451166
Cs2NaRhF6,225,4,10,-2.582517902,2.066,0.027065727,7828656
Cs2NaRhF6,225,4,10,-2.609583629,2.05,0.0,7831742
K2YAgF6,225,4,10,-3.114284982,2.39,0.088242666,8232739
KRb2PbF6,14,4,20,-2.739209181,5.094,0.013833161,6269108
Rb2YAgF6,14,4,20,-3.179895192,3.312,0.012728664,8990298
Rb2YAgF6,225,4,10,-3.13622598,2.668,0.056397876,5448631
CaPb2WO6,87,4,10,-2.22402772,2.269,0.058016043,8872448
CaPb2WO6,12,4,10,-2.239691567,2.111,0.042352196,8219057
CaPb2WO6,14,4,20,-2.241370353,2.107,0.04067341,8537565
Cs2LuAgF6,225,4,10,-3.238142548,3.508,0.0,8280734
K2LiMoF6,1,4,20,-2.883111252,2.16,0.004223738,6298611
K2LiMoF6,1,4,20,-2.88311125,2.16,0.00422374,6298635
K2LiMoF6,139,4,10,-2.88733499,2.158,0.0,6281866
K2LiMoF6,139,4,10,-2.88733499,2.158,0.0,6281877
K2LiMoF6,225,4,10,-2.868612626,2.156,0.018722364,5447876
K2LiMoF6,14,4,20,-2.886511557,1.964,0.000823433,6297374
K2LiMoF6,14,4,20,-2.886835217,1.963,0.000499774,6296672
K2LiMoF6,14,4,20,-2.886835211,1.963,0.00049978,6296694
K2ScInF6,87,4,10,-3.264741677,3.807,0.049251034,8289294
K2ScInF6,225,4,10,-3.228523133,3.15,0.085469578,8281282
NiTeO3,62,3,20,-1.264094194,2.557,0.053537228,5227121
Rb2LiMoF6,1,4,20,-2.868206809,2.192,0.008690895,6299963
Rb2LiMoF6,1,4,20,-2.868206809,2.192,0.008690895,6299964
Rb2LiMoF6,225,4,10,-2.835377376,1.991,0.041520327,5449621
Rb2LiMoF6,12,4,10,-2.868213585,1.99,0.008684118,6170097
Rb2LiMoF6,139,4,10,-2.872909978,1.99,0.003987725,6282564
Rb2LiMoF6,139,4,10,-2.872909977,1.99,0.003987726,6282584
Rb2ScInF6,14,4,20,-3.26752379,4.014,0.031972106,8434603
Rb2ScInF6,225,4,10,-3.234362602,3.41,0.065133294,5448126
YbTePb2O6,225,4,10,-1.862747785,2.716,0.003645762,8216193
K2NaIrF6,225,4,10,-2.497409272,2.543,0.028309015,5447231
K2NaIrF6,1,4,20,-2.51089766,2.542,0.014820627,6855174
K2NaIrF6,166,4,10,-2.499844947,2.542,0.025873341,8701026
K2NaIrF6,12,4,10,-2.510208748,2.538,0.01550954,6787628
K2NaIrF6,14,4,20,-2.525718287,2.526,0.0,6297318
K2NaIrF6,14,4,20,-2.525718276,2.526,0.0,6297509
K2NaIrF6,205,4,40,-2.499893888,2.403,0.025824399,8551146
Rb2NaIrF6,225,4,10,-2.494353833,2.498,0.030018925,5448746
Rb2NaOsF6,225,4,10,-2.43772557,2.307,0.075297165,5448681
Cs2EuHgF6,139,4,10,-3.024192088,3.601,0.038012461,9128579
Cs2KWF6,225,4,10,-2.715529003,1.931,0.098036873,5451691
Cs2LiIrF6,166,4,10,-2.455599896,2.288,0.095677945,8700542
Cs2LiIrF6,225,4,10,-2.480291495,2.287,0.070986345,8714543
Cs2LiPdF6,12,4,10,-2.430239039,1.945,0.094529607,8357068
Rb2YCuF6,225,4,10,-3.098591185,1.137,0.096697341,5448286
Cs2ScGaF6,225,4,10,-3.247428235,4.045,0.050417873,5452441
K2NaAsF6,87,4,10,-2.780992535,4.855,0.0,6800339
K2NaAsF6,225,4,10,-2.74328809,4.838,0.037704445,5447351
K2NaAsF6,14,4,20,-2.778388714,4.814,0.002603822,6832722
K2NaAsF6,225,4,10,-2.775350804,4.735,0.005641731,7840260
Na2LiNiF6,14,4,20,-2.588378207,0.84,0.018416499,8437030
Rb2NaAsF6,225,4,10,-2.774293805,4.846,0.01031704,4045959
TaFePb2O6,225,4,10,-2.074265084,2.131,0.007571652,8215947
Cs2LiAsF6,225,4,10,-2.741970634,4.526,0.066362648,8715213
Cs2TiTlF6,225,4,10,-3.04891929,1.052,0.075155352,8217383
Cs2TiTlF6,139,4,10,-3.030681083,0.708,0.093393558,8277236
GaAsO3,54,3,20,-1.685818157,1.932,0.08828396,8541929
K2RbRhF6,225,4,10,-2.510157943,2.514,0.081593413,8232504
KMnF3,12,3,10,-2.799991849,1.562,0.02046731,8218413
KMnF3,11,3,20,-2.81832587,1.553,0.00213329,1928839
KMnF3,62,3,20,-2.817749873,1.553,0.002709287,1927167
KMnF3,221,3,5,-2.818575329,1.446,0.00188383,42979
KMnF3,140,3,10,-2.816836568,1.434,0.003622591,9664392
KMnF3,123,3,5,-2.796332921,1.393,0.024126238,8212699
KMnF3,65,3,5,-2.820459159,1.381,0.0,8212809
KMnF3,127,3,10,-2.796292189,1.278,0.02416697,8218451
KRb2RhF6,14,4,20,-2.604028064,2.325,0.0,8534391
KRb2RhF6,225,4,10,-2.599779441,2.244,0.004248624,180137
LuSbPb2O6,15,4,20,-2.171805618,2.862,0.0,8542126
LuSbPb2O6,225,4,10,-2.138445647,2.808,0.033359971,8258126
LuSbPb2O6,14,4,20,-2.169243207,2.492,0.002562411,8435484
Na2LiCuF6,14,4,20,-2.474482106,1.205,0.023654126,6213128
RbMnF3,65,3,5,-2.813207404,1.636,0.001353684,8267179
RbMnF3,221,3,5,-2.814561088,1.617,0.0,43255
RbMnF3,140,3,10,-2.79600661,1.577,0.018554478,8219857
RbMnF3,62,3,20,-2.795554887,1.563,0.019006201,8533143
RbMnF3,221,3,10,-2.786845845,1.533,0.027715243,5449126
RbMnF3,123,3,5,-2.792790946,1.483,0.021770142,8212535
RbMnF3,127,3,10,-2.786779675,1.444,0.027781413,8287058
RbMnF3,11,3,20,-2.794160183,1.437,0.020400905,8522292
RbMnF3,12,3,10,-2.779956162,1.322,0.034604926,8286921
Cs2YAgF6,139,4,10,-3.196154719,3.499,0.000642861,8228540
K2NaMoF6,225,4,10,-2.872165101,2.277,0.000579103,9660352
K2NaMoF6,225,4,10,-2.836690289,2.216,0.036053915,5447241
Rb2NaMoF6,225,4,10,-2.880610918,2.246,0.0,180088
TaGaPb2O6,225,4,10,-2.156955243,3.054,0.047621058,8215996
CoTeO3,62,3,20,-1.299518613,2.318,0.006033674,4732424
Cs2LiMoF6,166,4,10,-2.813597756,2.192,0.074419596,8700548
Cs2LiMoF6,225,4,10,-2.805003024,2.188,0.083014328,5452116
Cs2ScInF6,139,4,10,-3.263019829,3.79,0.025752117,8247196
Cs2ScInF6,225,4,10,-3.258675866,3.748,0.03009608,6409810
Na2LiCoF6,225,4,10,-2.670006049,1.547,0.013283979,6358588
NiGeBi2O6,5,4,20,-1.539740847,2.688,0.073744638,8522045
NiGeBi2O6,14,4,20,-1.541169617,2.547,0.072315868,8535049
TmSbPb2O6,15,4,20,-2.164668439,2.888,0.0,1928235
TmSbPb2O6,225,4,10,-2.12892561,2.685,0.035742828,8284345
TmSbPb2O6,14,4,20,-2.161199271,2.529,0.003469168,1928317
Cs2NaIrF6,225,4,10,-2.494030855,2.319,0.022438816,5451146
Cs2NaIrF6,87,4,10,-2.514291742,2.307,0.002177929,8314799
Cs2NaIrF6,225,4,10,-2.516469671,2.307,0.0,8220187
CsRb2RhF6,225,4,10,-2.531417405,2.353,0.019144909,6218606
ErSbPb2O6,15,4,20,-2.15537787,2.867,0.0,8542114
ErSbPb2O6,225,4,10,-2.11690406,2.54,0.03847381,8217812
ErSbPb2O6,14,4,20,-2.150714055,2.503,0.004663815,8435472
LuBiPb2O6,14,4,20,-1.923912912,1.362,0.057242752,8993424
Rb2NdAgF6,87,4,10,-3.104329846,3.05,0.051791812,9241024
EuTePb2O6,225,4,10,-1.821673761,2.671,0.067407782,8306943
HoSbPb2O6,15,4,20,-2.149141384,2.947,0.0,9003811
HoSbPb2O6,225,4,10,-2.10759508,2.642,0.041546304,8216547
HoSbPb2O6,14,4,20,-2.143913535,2.436,0.005227849,8435481
NaNO3,59,3,10,-1.159773025,2.724,0.085679137,7822882
TaInPb2O6,225,4,10,-2.071424197,2.814,0.058235636,8215999
CoGeBi2O6,14,4,20,-1.546798199,2.602,0.062564311,8997556
Cs2NaAsF6,87,4,10,-2.762452236,4.795,0.010704932,8314796
Cs2NaAsF6,225,4,10,-2.747924675,4.767,0.025232493,5451191
Cs2NaAsF6,225,4,10,-2.740516621,4.749,0.032640547,7828962
DySbPb2O6,15,4,20,-2.143442386,2.931,0.0,8542107
DySbPb2O6,225,4,10,-2.097435944,2.552,0.046006442,8217794
DySbPb2O6,14,4,20,-2.135851953,2.392,0.007590434,8435469
Fe2NiWO6,14,4,20,-1.827178933,1.736,0.062253162,8535197
Rb2LuInF6,87,4,10,-3.317211873,3.771,0.049595433,8276155
Rb2LuInF6,225,4,10,-3.282089912,3.294,0.084717394,8258370
TmBiPb2O6,15,4,20,-1.917698123,1.804,0.056010151,9003993
YSbPb2O6,15,4,20,-2.129708288,2.927,0.01092457,9004058
YSbPb2O6,14,4,20,-2.126905409,2.925,0.013727449,9699333
YSbPb2O6,15,4,20,-2.131404079,2.922,0.009228779,9695258
YSbPb2O6,225,4,10,-2.083019671,2.752,0.057613187,8217825
Cs2KRhF6,225,4,10,-2.621858126,2.261,0.0,180043
Cs2KRhF6,139,4,10,-2.610198421,2.194,0.011659705,8220937
Cs2RbRhF6,225,4,10,-2.597746241,2.327,0.0,7772696
CsMnF3,221,3,5,-2.781091668,1.937,0.014063425,8212332
CsMnF3,221,3,5,-2.77547613,1.85,0.019678963,7674640
CsMnF3,221,3,5,-2.781261894,1.845,0.013893199,7673696
CsMnF3,161,3,10,-2.77820908,1.824,0.016946013,8468732
CsMnF3,12,3,10,-2.741529971,1.792,0.053625122,8279025
CsMnF3,166,3,15,-2.777471962,1.775,0.017683132,7816964
CsMnF3,127,3,10,-2.76573444,1.738,0.029420653,8311250
CsMnF3,140,3,10,-2.779652174,1.691,0.015502919,8875671
FeGeB2O6,2,4,10,-2.235661845,3.033,0.0,7741794
HfSnPb2O6,139,4,10,-2.230438893,2.787,0.066246547,8239746
InAsO3,62,3,20,-1.593358767,2.149,0.051703508,8532112
MnBi2PbO6,14,4,20,-1.481707024,1.191,0.087886936,8995971
NbCrPb2O6,225,4,10,-2.162877001,2.428,0.015301076,8258150
TbSbPb2O6,15,4,20,-2.068828076,2.84,0.0,9004055
TbSbPb2O6,225,4,10,-2.019886364,2.597,0.048941711,8217788
TbSbPb2O6,14,4,20,-2.06203853,2.353,0.006789545,8435487
VPbO3,99,3,5,-2.050046633,1.006,0.033759502,1949574
VPbO3,99,3,5,-2.059652257,1.001,0.024153878,46326
Cs2MgInF6,2,4,20,-3.015231328,0.849,0.090369512,7978450
Cs2NaMoF6,225,4,10,-2.84794654,2.282,0.014607717,8217513
GdSbPb2O6,15,4,20,-2.114879677,2.752,0.008600185,8542119
GdSbPb2O6,225,4,10,-2.073202772,2.571,0.05027709,8284309
GdSbPb2O6,14,4,20,-2.118217121,2.317,0.005262741,8435478
K2LiSbF6,14,4,20,-2.871182242,4.433,0.056973033,6296706
K2LiSbF6,14,4,20,-2.871182242,4.433,0.056973033,6296710
K2LiSbF6,225,4,10,-2.84086582,4.35,0.087289456,5447966
K2LiSbF6,139,4,10,-2.868104876,4.347,0.060050399,6281878
K2LiSbF6,139,4,10,-2.868104876,4.347,0.060050399,6281899
K2LiSbF6,1,4,20,-2.854353071,4.212,0.073802204,6298235
K2LiSbF6,1,4,20,-2.854353071,4.212,0.073802204,6298236
K2LiSbF6,12,4,10,-2.874987961,2.282,0.053167314,7979134
Na2LiFeF6,14,4,20,-2.820230919,1.679,0.020461429,8996513
NiSnBi2O6,14,4,20,-1.540818282,2.51,0.047375578,8435163
Rb2LiSbF6,12,4,10,-2.83691654,4.378,0.060616939,6167054
Rb2LiSbF6,225,4,10,-2.831315872,4.378,0.066217607,5449686
Rb2LiSbF6,14,4,20,-2.867036747,4.26,0.030496732,6297176
Rb2LiSbF6,14,4,20,-2.867036747,4.26,0.030496732,6297206
Rb2LiSbF6,1,4,20,-2.83739477,4.257,0.060138709,6299927
Rb2LiSbF6,1,4,20,-2.837394769,4.257,0.06013871,6299932
Rb2LiSbF6,87,4,10,-2.867133685,4.187,0.030399794,6802797
Rb2LiSbF6,139,4,10,-2.866932716,4.185,0.030600763,6282623
Rb2LiSbF6,139,4,10,-2.866932716,4.185,0.030600763,6282624
TiBi2PbO6,14,4,20,-1.923011361,1.744,0.072320827,8996877
KRb2IrF6,225,4,10,-2.474591901,2.791,0.03509582,6410067
KRb2IrF6,87,4,10,-2.50009628,2.623,0.009591441,8219242
KRb2IrF6,139,4,10,-2.501552502,2.603,0.008135219,8247369
KRb2IrF6,14,4,20,-2.507013462,2.597,0.002674259,8534346
KRb2RuF6,225,4,10,-2.553988561,2.181,0.04191288,5449266
KRb2RuF6,14,4,20,-2.58793501,1.91,0.007966431,8208824
Na2LiGaF6,14,4,20,-3.022721564,7.158,0.017501698,8233500
Na2LiGaF6,225,4,10,-3.014822378,6.448,0.025400884,7839252
K2LiBiF6,225,4,10,-2.895958851,5.124,0.050543217,8307309
K2RbAsF6,225,4,10,-2.692500872,4.103,0.08074479,8307220
KRb2AsF6,14,4,20,-2.771377438,4.831,0.0,8991305
KRb2AsF6,87,4,10,-2.750314621,4.801,0.021062816,8231784
KRb2AsF6,225,4,10,-2.722416363,4.751,0.048961075,7836688
KRb2AsF6,225,4,10,-2.722689893,4.728,0.048687545,5449281
NbTlPb2O6,12,4,10,-1.74815338,1.357,0.043218724,8287919
Rb2LiBiF6,225,4,10,-2.899740868,5.163,0.0,7836678
Rb2YInF6,14,4,20,-3.279728759,3.993,0.070783372,8991298
Rb2YInF6,87,4,10,-3.263405873,3.68,0.087106258,8872108
Rb2YInF6,139,4,10,-3.255401675,3.28,0.095110456,8259013
SmSbPb2O6,15,4,20,-2.098636173,3.012,0.023557459,9004108
SmSbPb2O6,225,4,10,-2.033549121,2.513,0.088644511,8217759
SmSbPb2O6,14,4,20,-2.089002614,2.336,0.033191018,8535559
Cs2LuInF6,139,4,10,-3.340937969,3.753,0.017610871,8259001
MnBi2PtO6,15,4,20,-1.37126522,0.901,0.071218881,8206450
MnBi2PtO6,14,4,20,-1.397169531,0.888,0.04531457,8209041
NbAlPb2O6,225,4,10,-2.345846072,2.652,0.036310001,8258147
FeTeO3,62,3,20,-1.435640244,2.687,0.025807151,8433132
FeTeO3,61,3,40,-1.461447395,2.277,0.0,9504934
K2LiHgF6,139,4,10,-2.386657058,4.097,0.007496221,6169916
K2NaSbF6,225,4,10,-2.847549512,4.163,0.045429649,7832812
K2ScTlF6,87,4,10,-3.296017148,4.872,0.033811108,8289297
K2ScTlF6,225,4,10,-3.24148609,4.401,0.088342166,8229371
K2ScTlF6,166,4,10,-3.242651958,4.194,0.087176298,8303200
KRb2MoF6,225,4,10,-2.840533361,2.24,0.009212528,180087
KRb2MoF6,14,4,20,-2.849745889,2.236,0.0,8534388
KRb2MoF6,87,4,10,-2.842006386,2.167,0.007739503,8727436
KRb2MoF6,225,4,10,-2.816182001,2.142,0.033563888,5449296
Na2LiInF6,14,4,20,-2.932220251,5.955,0.050716245,8996889
Rb2LiHgF6,12,4,10,-2.386286537,4.148,0.000264811,6204558
Rb2LiHgF6,14,4,20,-2.386551347,4.148,0.0,6181013
Rb2LiHgF6,1,4,20,-2.364795056,4.143,0.021756291,6299744
Rb2LiHgF6,139,4,10,-2.385637883,4.074,0.000913465,6166798
Rb2LiHgF6,139,4,10,-2.385638687,4.074,0.000912661,6167566
Rb2NaSbF6,225,4,10,-2.836869437,4.434,0.030841869,5448791
Rb2NaSbF6,87,4,10,-2.867711306,4.433,0.0,6166901
Rb2NaSbF6,148,4,10,-2.824264755,4.361,0.043446551,6280385
Rb2NaSbF6,148,4,10,-2.824264748,4.361,0.043446558,6280386
Rb2NaSbF6,1,4,20,-2.83047936,4.36,0.037231946,6300856
Rb2NaSbF6,1,4,20,-2.83047936,4.36,0.037231946,6300941
Rb2NaSbF6,2,4,20,-2.862847979,4.338,0.004863327,6296624
Rb2NaSbF6,2,4,20,-2.862847979,4.338,0.004863327,6296695
Rb2NaSbF6,14,4,20,-2.866006785,4.326,0.001704521,6297251
Rb2NaSbF6,14,4,20,-2.866006785,4.326,0.001704521,6297484
Rb2NaSbF6,225,4,10,-2.859405397,4.325,0.008305909,4046166
Rb2NaSbF6,87,4,10,-2.866551132,4.319,0.001160174,6249789
Rb2ScTlF6,14,4,20,-3.299831344,5.298,0.004055317,8534352
Rb2ScTlF6,87,4,10,-3.288603039,5.124,0.015283622,8219251
Rb2ScTlF6,225,4,10,-3.270969136,4.642,0.032917525,8216041
Cs2LiSbF6,139,4,10,-2.850308717,4.204,0.038973783,6807005
Cs2LiSbF6,139,4,10,-2.850308717,4.204,0.038973783,6807064
Cs2LiSbF6,148,4,10,-2.814095327,4.19,0.075187173,6803433
Cs2LiSbF6,148,4,10,-2.814055246,4.189,0.075227254,6803427
Cs2LiSbF6,12,4,10,-2.819873846,4.186,0.069408654,6788825
Cs2LiSbF6,1,4,20,-2.819943978,4.024,0.069338522,6862444
Cs2LiSbF6,1,4,20,-2.819943978,4.024,0.069338522,6862445
Cs2LiSbF6,225,4,10,-2.824059028,4.02,0.065223473,5452151
Cs2TmInF6,139,4,10,-3.329268548,3.53,0.030191135,8259007
CsRb2AsF6,225,4,10,-2.662241559,3.842,0.083940014,8715096
NdSbPb2O6,15,4,20,-2.080644849,2.816,0.020717185,9004637
NdSbPb2O6,14,4,20,-2.067894882,2.344,0.033467152,8535552
Cs2ErInF6,225,4,10,-3.298224992,3.492,0.049620575,8276986
Cs2KIrF6,225,4,10,-2.496058241,2.624,0.016229591,5451651
Cs2KIrF6,87,4,10,-2.50100254,2.477,0.011285292,8289272
Cs2KIrF6,139,4,10,-2.512287832,2.459,0.0,8209417
Cs2KOsF6,225,4,10,-2.437246617,2.418,0.091512001,5451656
Cs2KRuF6,225,4,10,-2.573562933,2.051,0.028257574,5451581
Cs2RbIrF6,225,4,10,-2.50844951,2.643,0.0,8262614
Cs2RbRuF6,2,4,10,-2.574189697,1.728,0.016424514,9136822
NiGeO3,14,3,20,-1.599618397,1.49,0.09840387,8206644
PrSbPb2O6,14,4,20,-2.053036014,2.263,0.038474774,8535555
Rb2CaSnF6,225,4,10,-3.160945632,3.983,0.037029998,5448906
CeSbPb2O6,14,4,20,-2.035689731,2.155,0.041712463,8535570
Cs2HoInF6,225,4,10,-3.307049077,3.604,0.051047907,8436538
CsRb2MoF6,225,4,10,-2.753088646,1.597,0.081132378,5449821
K2NaBiF6,225,4,10,-2.871814819,5.006,0.039511135,7831194
K2NaBiF6,225,4,10,-2.87465958,5.005,0.036666374,7841252
Rb2NaBiF6,225,4,10,-2.901335253,5.237,0.0,180052
CaMoPb2O6,25,4,20,-2.113409988,1.757,0.087267868,8988844
CaMoPb2O6,14,4,20,-2.118340361,1.315,0.082337495,8535750
CaMoPb2O6,12,4,10,-2.118355392,1.298,0.082322464,8728533
Cs2DyInF6,139,4,10,-3.297801686,3.402,0.064201752,8258989
Cs2KAsF6,225,4,10,-2.744823904,4.694,0.016216652,5451621
Cs2LiBiF6,225,4,10,-2.897320737,5.151,0.01496541,7828092
Cs2RbAsF6,225,4,10,-2.758878076,4.671,0.0,8229213
Cs2YInF6,225,4,10,-3.280378005,3.479,0.067805989,5450681
Cs2YInF6,139,4,10,-3.282524324,3.445,0.06565967,8216675
LiMgF3,62,3,20,-3.516652497,8.041,0.037202428,8536259
NdBiPb2O6,148,4,10,-1.83554092,1.738,0.088660094,8723029
TaCrPb2O6,225,4,10,-2.276076816,2.686,0.014037063,8215974
TaCrPb2O6,139,4,10,-2.27606201,2.524,0.014051869,8239468
Cs2TbInF6,139,4,10,-3.220915253,3.501,0.071299427,8259004
FeSiB2O6,2,4,10,-2.513302566,3.491,0.055712571,9137247
K2CaAgF6,14,4,20,-2.836370594,4.6,0.03238269,6850642
K2NaHgF6,225,4,10,-2.325553201,4.087,0.042496653,5447236
K2NaHgF6,225,4,10,-2.325420911,4.087,0.042628943,5448031
K2NaHgF6,1,4,20,-2.324758249,4.081,0.043291605,6299284
K2NaHgF6,1,4,20,-2.324758249,4.081,0.043291605,6299323
K2NaHgF6,139,4,10,-2.349863461,4.065,0.018186393,6282098
K2NaHgF6,139,4,10,-2.349863461,4.065,0.018186393,6282118
LaSbPb2O6,14,4,20,-2.092318371,2.788,0.036606896,8996067
Rb2NaHgF6,12,4,10,-2.336727319,4.181,0.034504134,6167574
Rb2NaHgF6,225,4,10,-2.341708352,4.16,0.0295231,5448776
Rb2NaHgF6,225,4,10,-2.341538253,4.118,0.029693199,5449956
Rb2NaHgF6,225,4,10,-2.369522228,4.042,0.001709224,7744140
Cs2GdInF6,139,4,10,-3.275325738,3.322,0.067066485,8258995
Cs2KMoF6,14,4,20,-2.845770696,2.234,0.034432481,7977714
Cs2KMoF6,225,4,10,-2.880203177,2.171,0.0,180042
Cs2KMoF6,225,4,10,-2.841790439,2.167,0.038412738,5451571
Cs2LiHgF6,12,4,10,-2.342307161,4.317,0.034321414,6207224
Cs2LiHgF6,148,4,10,-2.336527822,4.273,0.040100753,6261298
Cs2LiHgF6,225,4,10,-2.344552451,4.161,0.032076124,5452161
Cs2LiHgF6,139,4,10,-2.369610539,4.137,0.007018036,6280882
Cs2LiHgF6,139,4,10,-2.369610539,4.137,0.007018036,6280885
Cs2LiHgF6,2,4,20,-2.370167231,4.117,0.006461344,6296458
Cs2LiHgF6,2,4,20,-2.369574407,4.117,0.007054168,6296569
Cs2LiHgF6,87,4,10,-2.371344016,4.08,0.005284559,6206620
