name,spacegroup,ntypes,natoms,delta_e,band_gap,stability,structure_id
SmScO3,74,3,10,-3.713835328,4.05,0.046546983,8257294
SmScO3,74,3,10,-3.713356495,4.022,0.047025816,8256291
SmScO3,167,3,10,-3.691981164,4.008,0.068401147,2611528
Sr2CaMoO6,14,4,20,-2.922523109,2.604,0.0,1929002
Sr2CaMoO6,12,4,10,-2.911044003,2.28,0.011479106,8288244
Sr2CaMoO6,2,4,10,-2.900595378,2.25,0.021927731,7840432
Sr2CaMoO6,225,4,10,-2.852012589,2.244,0.07051052,1910738
Sr2CaMoO6,225,4,10,-2.845530858,2.086,0.076992251,5464069
Sr2NdBiO6,14,4,20,-2.62987768,2.106,0.0,1927495
Sr2NdBiO6,12,4,10,-2.614162316,1.954,0.015715364,8218968
Sr2TaCrO6,225,4,10,-3.127752625,2.873,0.006315276,1229328
Ba2DySbO6,225,4,10,-2.930560877,3.838,0.00133765,180482
Ba2NpNiO6,225,4,10,-2.71166127,2.305,0.0,9174086
Ba2TmBiO6,225,4,10,-2.696683768,2.183,0.006185047,8215800
Ba2TmBiO6,148,4,10,-2.702556087,2.174,0.000312728,8217943
Ba2TmBiO6,225,4,10,-2.699611034,2.051,0.003257781,7734592
Ba2TmBiO6,2,4,10,-2.70109427,2.046,0.001774545,8280201
Ba2TmBiO6,12,4,10,-2.702868815,2.046,0.0,8218986
Ba2YSbO6,225,4,10,-2.914845049,4.218,0.004645596,5465074
Ba2YSbO6,225,4,10,-2.916767159,4.041,0.002723486,1911199
La2DyVO6,14,4,20,-3.466236641,1.879,0.048474432,8996394
La2MgTiO6,14,4,20,-3.51082677,3.148,0.004849682,805298
ScIn2GaCl6,225,4,10,-1.502943306,2.452,0.056806671,6407863
Sr2LaSbO6,12,4,10,-2.873391654,4.028,0.008797159,8288116
Sr2LaSbO6,2,4,10,-2.872806879,4.025,0.009381934,8280662
Sr2LaSbO6,14,4,20,-2.882188814,3.937,0.0,1928309
Sr2LaSbO6,225,4,10,-2.789993936,3.721,0.092194877,8228629
Sr2PrBiO6,14,4,20,-2.613895751,2.191,0.0,8434466
Sr2PrBiO6,12,4,10,-2.597469017,2.073,0.016426734,8288635
Ba2ErBiO6,225,4,10,-2.686095304,2.18,0.006757481,8217797
Ba2ErBiO6,225,4,10,-2.686479346,2.179,0.006373439,4795023
Ba2ErBiO6,2,4,10,-2.69204306,2.175,0.000809725,8280181
Ba2ErBiO6,148,4,10,-2.692852785,2.168,0.0,8217958
Ba2NbCrO6,225,4,10,-2.968370266,2.509,0.001024493,4046518
Ba2NbCrO6,225,4,10,-2.967626633,2.453,0.001768126,9661042
Ba2NpCuO6,225,4,10,-2.499587228,0.767,0.01493819,9173974
Ba2TbSbO6,225,4,10,-2.855616069,4.003,0.002427345,180177
Ba2TbSbO6,2,4,10,-2.85697565,3.956,0.001067764,8257482
K2HfTeO6,225,4,10,-2.324349737,2.676,0.003409532,5442546
K2HfTeO6,1,4,20,-2.326724141,2.612,0.001035129,6858330
K2HfTeO6,1,4,20,-2.326716826,2.611,0.001042444,6901448
K2HfTeO6,12,4,10,-2.326883377,2.464,0.000875892,6789280
K2HfTeO6,225,4,10,-2.327759269,2.463,0.0,7768172
KAuCl3,14,3,20,-1.223188853,0.673,0.0,7766656
KAuCl3,71,3,10,-1.190716956,0.54,0.032471897,9964392
SmEu2TaO6,14,4,20,-3.567225323,4.09,0.0,8437010
SmEu2TaO6,12,4,10,-3.550271383,3.802,0.01695394,8312093
Sr2CeBiO6,14,4,20,-2.594633734,2.11,0.0,8993761
Ba2GdSbO6,2,4,10,-2.911577506,3.953,0.001375482,8257470
Ba2GdSbO6,148,4,10,-2.912888795,3.942,6.42e-05,8218137
Ba2GdSbO6,14,4,20,-2.911601882,3.881,0.001351105,8993315
Ba2HoBiO6,225,4,10,-2.679443792,2.307,0.007079118,4046240
Ba2HoBiO6,225,4,10,-2.678550812,2.306,0.007972098,8216261
Ba2HoBiO6,148,4,10,-2.684285162,2.3,0.002237748,8217967
Ba2HoBiO6,2,4,10,-2.684284738,2.299,0.002238172,8280192
Ba2HoBiO6,225,4,10,-2.679015783,2.177,0.007507127,4795038
EuZrO3,62,3,20,-3.690516285,4.134,0.000319764,2006106
EuZrO3,140,3,10,-3.65355318,4.012,0.037282869,8219875
EuZrO3,62,3,20,-3.690836049,3.914,0.0,1927932
EuZrO3,74,3,10,-3.675651134,3.815,0.015184915,8240144
EuZrO3,167,3,10,-3.666633598,3.776,0.024202451,2602856
EuZrO3,45,3,10,-3.649472146,3.76,0.041363903,8246183
EuZrO3,74,3,10,-3.671796398,3.751,0.019039651,8257204
EuZrO3,99,3,5,-3.599040222,3.428,0.091795827,1950251
EuZrO3,127,3,10,-3.638587224,3.245,0.052248825,8245329
K2UGeO6,84,4,20,-2.57045816,3.508,0.0,9696221
PmScO3,62,3,20,-3.754176057,4.694,0.0,2067214
PmScO3,167,3,10,-3.692352218,4.019,0.061823839,2609482
Tl2CrGaCl6,225,4,10,-1.212273688,1.093,0.057468658,5459523
YIn2AgCl6,225,4,10,-1.519045456,2.955,0.08934155,8305451
Ba2DyBiO6,148,4,10,-2.678838461,2.297,0.002573541,8217955
Ba2DyBiO6,12,4,10,-2.681412002,2.227,0.0,8726247
Ba2DyBiO6,225,4,10,-2.671168776,2.178,0.010243226,1229311
Ba2PuSnO6,139,4,10,-2.88442939,2.509,0.001872544,9235981
Ba2PuSnO6,146,4,10,-2.886301934,2.314,0.0,9240851
Ba2PuSnO6,2,4,10,-2.884455444,2.313,0.00184649,9239415
Ba2YBiO6,225,4,10,-2.655842744,2.291,0.012459261,180394
ErLuO3,62,3,20,-3.834798407,4.945,0.094340732,8533364
Sr2LaBiO6,12,4,10,-2.632970999,2.186,0.017694884,8288401
Sr2LaBiO6,14,4,20,-2.650665883,2.027,0.0,8434447
Sr2TaTlO6,225,4,10,-2.60444067,3.107,0.079388526,5464204
TlPbBr3,221,3,5,-1.019289055,1.812,0.09825163,8222808
Ba2TbBiO6,225,4,10,-2.596142934,2.429,0.008177265,4046236
Ba2TbBiO6,225,4,10,-2.595177282,2.429,0.009142917,4795008
Ba2TbBiO6,148,4,10,-2.604274577,2.418,4.56e-05,8217973
Ba2TbBiO6,2,4,10,-2.602886744,2.297,0.001433455,8257476
NdEu2TaO6,14,4,20,-3.532578936,3.87,0.0,8535625
NdEu2TaO6,2,4,10,-3.514078749,3.649,0.018500187,9136778
NdEu2TaO6,12,4,10,-3.515261496,3.581,0.01731744,8311996
Sr2TaAlO6,225,4,10,-3.32595858,3.848,0.001838156,9664539
Sr2TaAlO6,225,4,10,-3.327796736,3.713,0.0,8216737
Ba2GdBiO6,225,4,10,-2.650136963,2.418,0.012807595,4795033
Ba2GdBiO6,225,4,10,-2.65104271,2.293,0.011901848,4046237
Ba2GdBiO6,2,4,10,-2.658242821,2.289,0.004701737,8257462
Ba2GdBiO6,12,4,10,-2.662944558,2.156,0.0,8218962
Ba2NbTlO6,225,4,10,-2.534384621,2.61,0.011247247,5466029
Ba2SmSbO6,2,4,10,-2.878293742,4.244,0.002380451,8241129
Ba2SmSbO6,87,4,10,-2.876888441,4.174,0.003785752,8276340
Ba2SmSbO6,148,4,10,-2.880674193,4.151,0.0,8218134
Ba2SmSbO6,225,4,10,-2.877061804,4.15,0.003612389,1229245
Ba2SmSbO6,12,4,10,-2.880638184,3.968,3.6e-05,8869135
Ba2SmSbO6,14,4,20,-2.879112137,3.967,0.001562055,8434856
CaPaO3,167,3,10,-3.148768223,1.851,0.048545519,2600246
HoLuO3,62,3,20,-3.832898472,4.907,0.084986652,8432734
La2YbTiO6,14,4,20,-3.607512865,3.128,0.020590751,8534866
NdScO3,62,3,20,-3.735945206,4.473,0.0,2004524
NdScO3,62,3,20,-3.7352286,4.465,0.000716606,1927785
NdScO3,167,3,10,-3.683215232,4.042,0.052729974,2607479
NdScO3,74,3,10,-3.697856615,4.005,0.038088591,8257221
NdScO3,74,3,10,-3.698015534,3.998,0.037929672,8702960
PrEu2TaO6,14,4,20,-3.512493423,4.077,0.0,8535657
PrEu2TaO6,12,4,10,-3.495135701,3.559,0.017357722,8872205
Sr2CaTeO6,225,4,10,-2.600990666,3.591,0.045554824,7832854
Sr2CaTeO6,14,4,20,-2.64654549,3.572,0.0,1928518
Sr2CaTeO6,12,4,10,-2.641409151,3.436,0.00513634,8288252
Tl2CrInCl6,225,4,10,-1.220861385,0.921,0.017867796,6357287
Ba2NbAlO6,225,4,10,-3.122544962,2.994,0.035850046,8216489
Ba2UFeO6,225,4,10,-2.957465016,2.42,0.002280714,180061
CeEu2TaO6,14,4,20,-3.49264297,3.771,0.0,8997177
CeEu2TaO6,12,4,10,-3.471129898,3.561,0.021513072,8869442
CsAuCl3,12,3,10,-1.268550866,0.823,0.003868149,9970406
DyLuO3,62,3,20,-3.828811196,4.872,0.077022513,8432731
MnInCl3,62,3,20,-1.180017749,1.377,0.025372236,8433187
MnInCl3,140,3,10,-1.171815091,1.102,0.033574893,8290657
Na2YTcO6,225,4,10,-2.215063336,0.768,0.013685986,5463124
PrScO3,62,3,20,-3.721067919,4.487,0.0,2004319
PrScO3,62,3,20,-3.72003191,4.485,0.001036009,1928567
PrScO3,167,3,10,-3.67707731,4.267,0.043990609,2609771
PrScO3,74,3,10,-3.688287293,4.054,0.032780625,8256257
PrScO3,74,3,10,-3.688156866,4.039,0.032911052,8257262
PrScO3,140,3,10,-3.635562477,3.169,0.085505441,8276922
Sm2MgZrO6,14,4,20,-3.521608837,4.505,0.018567582,8997537
Sr2TmFeO6,225,4,10,-2.652625245,0.78,0.068554975,8260114
SrTiO3,62,3,20,-3.353524781,2.024,0.000507,2005719
SrTiO3,45,3,10,-3.352467665,2.021,0.001564116,180818
SrTiO3,12,3,10,-3.353849947,2.012,0.000181834,8279707
SrTiO3,167,3,10,-3.353572914,2.009,0.000458867,2612191
SrTiO3,148,3,10,-3.354031781,2.002,0.0,9181828
SrTiO3,123,3,5,-3.352748374,1.959,0.001283407,7919084
SrTiO3,11,3,20,-3.353380842,1.953,0.000650939,9184508
SrTiO3,140,3,10,-3.349812036,1.942,0.004219745,9662618
SrTiO3,74,3,10,-3.353180606,1.937,0.000851175,7914486
SrTiO3,65,3,5,-3.34889566,1.898,0.005136121,8212880
SrTiO3,221,3,5,-3.35096099,1.887,0.003070791,44300
SrTiO3,221,3,5,-3.35266432,1.88,0.001367461,994940
SrTiO3,99,3,5,-3.351240022,1.879,0.002791759,1948828
SrTiO3,221,3,5,-3.351072222,1.858,0.002959559,9608610
SrTiO3,127,3,10,-3.351973543,1.856,0.002058238,8231113
SrTiO3,139,3,10,-3.348470817,1.854,0.005560964,9128531
Ba2NdSbO6,14,4,20,-2.848346749,4.193,0.004881266,8434754
Ba2NdSbO6,225,4,10,-2.845121044,4.188,0.008106972,180174
Ba2NdSbO6,148,4,10,-2.84849802,4.177,0.004729996,181046
Ba2NdSbO6,87,4,10,-2.84959269,4.135,0.003635326,8276396
Ba2NdSbO6,12,4,10,-2.853228016,4.129,0.0,8218953
Ba2NdSbO6,2,4,10,-2.849210642,4.128,0.004017374,8204116
Ba2SmBiO6,225,4,10,-2.617095295,2.552,0.016308928,8217749
Ba2SmBiO6,225,4,10,-2.616559979,2.548,0.016844244,4795001
Ba2SmBiO6,148,4,10,-2.63047027,2.468,0.002933953,8230084
Ba2SmBiO6,12,4,10,-2.633404223,2.233,0.0,8218956
Ba2SmBiO6,87,4,10,-2.63183503,2.232,0.001569193,8290074
EuHfO3,62,3,20,-3.844273948,4.521,0.0,2005460
EuHfO3,167,3,10,-3.827837691,4.362,0.016436257,2602612
EuHfO3,74,3,10,-3.834644909,4.353,0.009629039,8215164
EuHfO3,55,3,40,-3.83428904,4.331,0.009984907,8551372
EuHfO3,45,3,10,-3.817312696,4.319,0.026961252,8313398
EuHfO3,74,3,10,-3.833749315,4.258,0.010524633,7739356
EuHfO3,99,3,5,-3.763814867,3.915,0.080459081,1949772
EuHfO3,221,3,5,-3.746289203,3.839,0.097984745,994268
EuThO3,62,3,20,-3.803442496,4.512,0.097300473,2069805
LaEu2TaO6,2,4,10,-3.523353839,3.774,0.007031564,8304716
LaEu2TaO6,12,4,10,-3.523391638,3.772,0.006993765,8231494
NaLu2TaO6,14,4,20,-3.385439796,4.554,0.061138097,8535179
Sr2UCdO6,14,4,20,-2.870143098,3.104,0.018961539,1928257
Ba2PrSbO6,148,4,10,-2.831522113,4.328,0.001300752,180826
Ba2PrSbO6,225,4,10,-2.824718251,4.232,0.008104614,8217746
Ba2PrSbO6,14,4,20,-2.83100821,4.231,0.001814654,8993313
Ba2PrSbO6,2,4,10,-2.832062334,4.22,0.000760531,8241223
Ba2PrSbO6,225,4,10,-2.825970364,4.193,0.006852501,180470
Ba2PrSbO6,128,4,20,-2.825854096,4.166,0.006968769,8521797
Ba2PrSbO6,12,4,10,-2.832822865,4.01,0.0,8231621
CeScO3,62,3,20,-3.700605259,4.483,0.000831008,9694539
CeScO3,62,3,20,-3.701436267,4.42,0.0,2005463
CeScO3,14,3,20,-3.699700364,4.349,0.001735903,9003160
CeScO3,74,3,10,-3.674174005,4.031,0.027262262,8257145
CeScO3,167,3,10,-3.666134395,4.021,0.035301872,2600668
CeScO3,74,3,10,-3.674387858,3.986,0.027048409,8215211
La2TbMnO6,14,4,20,-3.216489137,1.333,0.067786351,8995170
LiPaO3,167,3,10,-2.962897605,4.216,0.0,2606066
LiPaO3,62,3,20,-2.928782652,4.047,0.034114953,2005502
LiPaO3,62,3,20,-2.933587961,3.419,0.029309644,2001360
LiPaO3,62,3,20,-2.934273815,3.272,0.028623789,9494641
LiTaO3,167,3,10,-2.950075564,3.544,0.016080945,2605844
LiTaO3,62,3,20,-2.939624672,3.443,0.026531837,2001579
LiTaO3,127,3,10,-2.882105455,2.706,0.084051054,8231300
LiTaO3,99,3,5,-2.894617314,2.5,0.071539195,1950845
TbLuO3,62,3,20,-3.692175942,4.92,0.068775006,8432728
Ba2CeSbO6,2,4,10,-2.808816736,4.233,0.00230193,8241125
Ba2CeSbO6,148,4,10,-2.810891426,4.227,0.00022724,8218157
Ba2CeSbO6,148,4,10,-2.811118666,4.223,0.0,7839698
Ba2CeSbO6,225,4,10,-2.799513187,4.197,0.011605479,8217756
Ba2CeSbO6,14,4,20,-2.810880086,3.954,0.000238579,9700245
Ba2CeSbO6,87,4,10,-2.808367931,3.951,0.002750735,8276375
Ba2CeSbO6,14,4,20,-2.805555653,3.95,0.005563013,8434847
BaSr2MoO6,14,4,20,-2.769835325,2.258,0.081783674,8535756
Sr2TaMnO6,14,4,20,-2.994260391,0.783,0.0,6848130
Ba2CaMoO6,225,4,10,-2.902357711,2.236,0.004899798,1909871
Ba2CaMoO6,225,4,10,-2.902329302,2.236,0.004928207,8221667
Ba2CaMoO6,14,4,20,-2.905106825,2.234,0.002150684,8997159
Ba2CaMoO6,12,4,10,-2.907257509,2.227,0.0,7838056
Ba2CaMoO6,225,4,10,-2.904498939,2.218,0.00275857,9660856
Ba2CaMoO6,225,4,10,-2.900671203,2.091,0.006586306,5465729
Ba2CaMoO6,166,4,10,-2.904760931,2.083,0.002496578,8276960
Ba2NdBiO6,225,4,10,-2.584557675,2.533,0.02160732,4795013
Ba2NdBiO6,2,4,10,-2.603964999,2.416,0.002199996,8215690
Ba2NdBiO6,87,4,10,-2.60290856,2.26,0.003256435,8874748
Ba2NdBiO6,12,4,10,-2.606164995,2.134,0.0,180775
Ba2NdBiO6,14,4,20,-2.605955443,2.085,0.000209551,8434747
BaSrMn2O6,194,4,20,-2.386818525,0.923,0.007599271,2003039
DyTmO3,62,3,20,-3.798207805,4.879,0.092731123,8533361
Eu2TbNpO6,12,4,10,-3.459170676,2.642,0.0,9236752
Sr2TbFeO6,225,4,10,-2.53959289,0.781,0.088693012,8242432
TlCdCl3,12,3,10,-1.258931173,3.642,0.04067439,8278989
TlCdCl3,123,3,5,-1.24949999,2.027,0.050105573,8266666
TlCdCl3,221,3,5,-1.249922752,2.023,0.049682811,8269184
YTmO3,62,3,20,-3.777731899,5.035,0.092287684,8532047
Ba2AcSbO6,2,4,10,-2.810814813,3.965,0.0,9238939
Ba2LaSbO6,148,4,10,-2.867974469,4.368,0.000506253,9661490
Ba2LaSbO6,148,4,10,-2.868050677,4.351,0.000430045,180726
Ba2LaSbO6,225,4,10,-2.86075464,4.344,0.007726082,4046278
Ba2LaSbO6,2,4,10,-2.867367492,4.229,0.00111323,8215768
Ba2LaSbO6,14,4,20,-2.859846706,4.227,0.008634016,1928035
Ba2LaSbO6,87,4,10,-2.866035527,4.223,0.002445195,8276387
Ba2PrBiO6,225,4,10,-2.564828041,2.594,0.027377225,4794996
Ba2PrBiO6,12,4,10,-2.590119306,2.239,0.00208596,2000072
Ba2PrBiO6,14,4,20,-2.592205266,2.174,0.0,8434829
Ba2PrBiO6,1,4,10,-2.590446716,2.165,0.00175855,8241207
EuPuO3,74,3,10,-3.475236471,2.098,0.026442419,9239337
EuPuO3,62,3,20,-3.50167889,2.018,0.0,2065855
EuPuO3,167,3,10,-3.455289492,2.0,0.046389399,2602839
NaTm2TaO6,14,4,20,-3.376728205,4.589,0.054954906,8535169
Sr2UZnO6,14,4,20,-2.905590475,2.935,0.06537317,1928554
AcScO3,62,3,20,-3.762061854,4.099,0.0,2065563
AcScO3,167,3,10,-3.752381157,4.08,0.009680697,2519245
AcScO3,221,3,5,-3.67103216,3.79,0.091029694,995484
AcScO3,99,3,5,-3.669350216,3.6,0.092711638,1951935
Ba2CeBiO6,225,4,10,-2.540871675,2.635,0.029531071,4795018
Ba2CeBiO6,225,4,10,-2.542592538,2.489,0.027810208,4046258
Ba2CeBiO6,12,4,10,-2.570312791,2.253,9e-05,8725585
Ba2CeBiO6,2,4,10,-2.566656381,2.212,0.003746365,8241122
DyErO3,62,3,20,-3.776002854,4.714,0.097335628,8536797
LaScO3,167,3,10,-3.760149108,4.291,0.028745,2605748
LaScO3,167,3,10,-3.760984251,4.112,0.027909857,8218659
LaScO3,62,3,20,-3.78848056,4.104,0.000413548,1927824
LaScO3,74,3,10,-3.764757197,4.103,0.024136911,8215575
LaScO3,62,3,20,-3.788894108,4.099,0.0,2058388
LaScO3,74,3,10,-3.770038435,4.094,0.018855673,8256208
LaScO3,14,3,20,-3.787094553,4.088,0.001799555,9002992
LiSm2NbO6,14,4,20,-3.238212134,3.666,0.027715007,8437082
Nd2MgZrO6,14,4,20,-3.496769264,4.501,0.01623922,8997372
TbTmO3,62,3,20,-3.661380522,4.895,0.084675644,8432989
YErO3,62,3,20,-3.756055637,4.877,0.096363499,8536812
NaEr2TaO6,14,4,20,-3.367502371,4.49,0.046580293,8535163
Sr2NpZnO6,225,4,10,-2.739346274,2.089,0.0,9175178
Ba2LaBiO6,225,4,10,-2.603889021,2.627,0.026440324,4046288
Ba2LaBiO6,225,4,10,-2.601843631,2.499,0.028485714,4795044
Ba2LaBiO6,12,4,10,-2.629480324,2.394,0.000849021,8205123
Ba2LaBiO6,12,4,10,-2.630329345,2.377,0.0,9662056
Ba2LaBiO6,14,4,20,-2.629821645,2.264,0.0005077,8208827
Ba2LaBiO6,2,4,10,-2.629356089,2.263,0.000973256,8204119
Ba2TaTlO6,225,4,10,-2.64981794,2.785,0.008936998,5466024
Ba2TaTlO6,148,4,10,-2.657667629,2.476,0.001087309,8436410
GdTmO3,62,3,20,-3.789862211,4.907,0.07237402,8536744
K2ScReO6,225,4,10,-2.452526274,1.489,0.03667867,5464399
KVO3,62,3,20,-2.332556239,2.424,0.039505321,2065897
Pr2MgZrO6,14,4,20,-3.481843674,4.362,0.014253244,8536101
Rb2ScReO6,225,4,10,-2.380444351,1.487,0.067926135,6447902
RbVO3,62,3,20,-2.339122714,2.477,0.029391276,2010223
SrPaO3,62,3,20,-3.180439214,2.529,0.0,2005715
SrPaO3,167,3,10,-3.14736851,1.853,0.033070704,2611997
SrPaO3,74,3,10,-3.155250934,1.849,0.02518828,9238901
SrPaO3,127,3,10,-3.089874915,1.511,0.090564299,9238528
SrPaO3,140,3,10,-3.096943626,1.346,0.083495588,9238159
TbErO3,62,3,20,-3.639725778,4.828,0.088729942,8536805
Ba2SrMoO6,148,4,10,-2.830605409,2.405,0.002646797,8204801
Ba2SrMoO6,12,4,10,-2.833252206,2.373,0.0,7731746
Ba2SrMoO6,139,4,10,-2.803153637,2.238,0.030098569,8214699
Ba2SrMoO6,166,4,10,-2.8051185,2.233,0.028133706,8220079
Ba2SrMoO6,225,4,10,-2.805145536,2.203,0.02810667,7829650
Ba2TaAlO6,225,4,10,-3.231580544,3.711,0.032183675,8217369
NaHo2TaO6,14,4,20,-3.361902812,4.433,0.040925838,8996103
Ba2CaTeO6,225,4,10,-2.625537891,3.483,0.004227533,9662529
Ba2CaTeO6,225,4,10,-2.624516486,3.462,0.005248938,5465719
Ba2CaTeO6,225,4,10,-2.627105852,3.459,0.002659572,181050
Ba2CaTeO6,139,4,10,-2.626162546,3.342,0.003602878,8302157
Ba2CaTeO6,14,4,20,-2.626455275,3.338,0.003310149,8535911
Ba2CaTeO6,166,4,10,-2.629765424,3.326,0.0,8276963
CaSm2TiO6,14,4,20,-3.496159339,3.392,0.038014658,8534591
GdErO3,62,3,20,-3.76436806,4.866,0.080267724,8536782
LiIn2BiCl6,225,4,10,-1.279982735,3.64,0.056659681,8306794
SmLuO3,62,3,20,-3.793073399,5.179,0.038259152,8437616
SmLuO3,74,3,10,-3.737502961,3.654,0.09382959,8303429
SmLuO3,74,3,10,-3.736990401,3.622,0.09434215,8303816
TbHoO3,62,3,20,-3.617839567,4.727,0.099362139,8531940
Ca2LuNbO6,14,4,20,-3.380838609,3.489,0.0,2003103
MgTl2HgCl6,225,4,10,-1.308622411,1.979,0.054035081,6444150
NaDy2TaO6,14,4,20,-3.357998886,4.405,0.032778349,8535159
NaSm2NbO6,14,4,20,-3.192743463,3.702,0.031776351,8434398
NaY2TaO6,14,4,20,-3.336365363,4.372,0.033492527,8996085
BaTiO3,65,3,5,-3.278970768,1.835,0.010153074,8224282
BaTiO3,221,3,5,-3.28104042,1.819,0.008083422,994135
BaTiO3,62,3,20,-3.278918532,1.808,0.01020531,5188539
BaTiO3,74,3,10,-3.281157014,1.8,0.007966828,8702927
BaTiO3,62,3,20,-3.281254014,1.769,0.007869828,2006004
BaTiO3,167,3,10,-3.27941825,1.707,0.009705592,5187208
BaTiO3,167,3,10,-3.281041617,1.7,0.008082225,2599222
BaTiO3,99,3,5,-3.283928962,1.69,0.00519488,44048
BaTiO3,221,3,5,-3.279802678,1.689,0.009321164,43857
BaTiO3,123,3,5,-3.280055766,1.685,0.009068076,44105
BaTiO3,99,3,5,-3.287548364,1.68,0.001575478,1949713
BaTiO3,12,3,10,-3.280976576,1.66,0.008147266,8215533
BaTiO3,74,3,10,-3.280995458,1.66,0.008128384,8215605
BaTiO3,140,3,10,-3.281172154,1.66,0.007951688,8219800
Eu2TbPuO6,12,4,10,-3.347956963,2.095,0.00916258,9236860
GdHoO3,62,3,20,-3.742163406,4.808,0.091218363,8533355
LiNd2NbO6,14,4,20,-3.21419794,3.488,0.018191409,8437073
NaPaO3,62,3,20,-2.915308781,4.349,0.0,2002891
NaPaO3,167,3,10,-2.910604495,4.188,0.004704286,2606955
NaPaO3,221,3,5,-2.848798702,3.432,0.066510079,995767
NaTaO3,62,3,20,-2.914970365,3.175,0.016551054,57171
NaTaO3,26,3,20,-2.931000906,3.012,0.000520512,8208689
NaTaO3,167,3,10,-2.922469649,3.003,0.00905177,2606963
NaTaO3,62,3,20,-2.931521419,2.851,0.0,2004897
NaTaO3,221,3,5,-2.91635289,2.548,0.015168529,42622
NaTaO3,99,3,5,-2.91511222,2.546,0.016409199,1949589
NaTaO3,127,3,10,-2.92676701,2.506,0.004754409,1902157
NaTaO3,127,3,10,-2.926926623,2.505,0.004594796,180098
NaTaO3,221,3,5,-2.918362668,2.375,0.013158751,977200
ScTlIn2Cl6,225,4,10,-1.540288092,2.925,0.063495152,8305372
Sr2ScNbO6,8,4,10,-3.340126766,3.244,0.000849218,7762242
Sr2ScNbO6,14,4,20,-3.340577324,3.096,0.000398661,2003104
Sr2ScNbO6,225,4,10,-3.314647935,2.862,0.026328049,8217144
Sr2ScNbO6,225,4,10,-3.315229943,2.851,0.025746041,4046456
Sr2ScNbO6,225,4,10,-3.314068507,2.836,0.026907477,4791352
TlZnCl3,12,3,10,-1.271749598,3.496,0.072845401,9114972
Ba2UCdO6,225,4,10,-2.818055413,3.092,0.024300788,180858
Ba2UCdO6,2,4,10,-2.842061454,2.933,0.000294747,9239398
Ba2UCdO6,12,4,10,-2.842356201,2.933,0.0,9236661
Ba2UCdO6,139,4,10,-2.818529574,2.917,0.023826627,9235980
Ca2TmNbO6,14,4,20,-3.36513318,3.464,0.0,8997149
NaTb2TaO6,14,4,20,-3.220738821,4.42,0.025155654,8535166
NaTl2WCl6,225,4,10,-1.237171581,1.368,0.085821455,5459063
ScTl2AgCl6,225,4,10,-1.566945763,3.252,0.014029087,5440701
ScTl2AgCl6,87,4,10,-1.58097485,3.195,0.0,7893994
Ba2HoFeO6,225,4,10,-2.614973473,0.539,0.027206451,8306887
Ca2ErNbO6,14,4,20,-3.354070113,3.63,0.0,2003054
GdDyO3,62,3,20,-3.723320236,4.772,0.098010118,8531604
GdYO3,62,3,20,-3.702347105,4.931,0.098063904,8531597
K2CaOsO6,225,4,10,-1.96849974,1.054,0.0,5464659
KNbO3,161,3,10,-2.691613677,2.118,0.006792378,5216349
KNbO3,38,3,5,-2.694217513,2.041,0.004188542,46481
KNbO3,45,3,10,-2.698406055,2.028,0.0,9182980
KNbO3,26,3,20,-2.693912743,1.997,0.004493312,8533835
KNbO3,221,3,5,-2.686390541,1.735,0.012015514,993791
KNbO3,99,3,5,-2.692770597,1.727,0.005635458,43308
KNbO3,99,3,5,-2.696885547,1.714,0.001520508,1949616
KNbO3,65,3,5,-2.682764045,1.582,0.01564201,8224004
KNbO3,167,3,10,-2.686499488,1.567,0.011906567,2605671
KNbO3,62,3,20,-2.686504406,1.536,0.011901649,2005556
LiPr2NbO6,14,4,20,-3.199256157,3.682,0.013100924,8437067
Rb2CaOsO6,225,4,10,-1.943123797,1.16,0.0,5442586
RbNbO3,38,3,5,-2.616817042,2.285,0.056946524,7913026
RbNbO3,65,3,5,-2.598016226,1.599,0.075747339,8224054
RbNbO3,221,3,5,-2.599657814,1.599,0.074105751,997232
RbNbO3,167,3,10,-2.599926657,1.595,0.073836909,2610468
RbNbO3,99,3,5,-2.612008268,1.587,0.061755297,1951564
RbNbO3,62,3,20,-2.599827654,1.558,0.073935912,2066141
RbNbO3,127,3,10,-2.597643481,1.549,0.076120084,8231341
SmTmO3,62,3,20,-3.76578497,5.114,0.051753372,8437582
YbWN3,12,3,10,-0.874067954,0.504,0.0,7750830
Ba2DyFeO6,225,4,10,-2.608447175,0.644,0.026047219,8307163
Ba2NpCdO6,225,4,10,-2.701679102,2.078,0.0,9175260
Ba2SrTeO6,166,4,10,-2.55545782,3.735,0.009520752,8220057
Ba2SrTeO6,148,4,10,-2.564978572,3.596,0.0,180997
Ba2SrTeO6,139,4,10,-2.55321332,3.588,0.011765252,8277456
Ba2SrTeO6,225,4,10,-2.555145419,3.556,0.009833153,7827222
Ba2SrTeO6,12,4,10,-2.564289698,3.451,0.000688874,7837122
Ba2YFeO6,225,4,10,-2.590559268,0.542,0.034320233,5465079
Ca2HoNbO6,14,4,20,-3.345807175,3.483,0.0,2003046
CaLa2VO6,14,4,20,-3.3052343,1.702,0.018642935,8996997
MgTl2SnCl6,225,4,10,-1.460977156,2.961,0.044844424,5458823
NaGd2TaO6,14,4,20,-3.345355874,4.361,0.025571594,8535152
